"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","ttmDividendRate","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","dividendYield","nextEarningsDate","exDividendDate","peRatio","beta","nextDividendDate"
"1784","CULP",-0.330769,25.45,13.09,205054650,1440,18.35,16.34,10707437.775,35484.3,27775.43,0.4854,0.39,"Culp, Inc.",12405000,2.468697,0.168757,-0.380665,-0.330769,-0.128624,-0.07602,-0.091758,0.086071,-0.011364,0.0875,0.0235934664246824,"2019-11-28","2019-10-03",34.05,0.699289619555176,"2019-10-03"
"1785","CMI",0.13295,175.91,124.4,25829568200,62610,155.48,158.78,155153656.162,1289875.7,1349899.67,16.446,4.56,"Cummins, Inc.",157786000,26.252033,0.12062,0.072365,0.13295,0.22732,0.01962,0.00875,0.098363,0.081028,-0.001768,0.0278558338423946,"2019-10-29","2019-08-20",9.95,1.07208271938963,NA
"1786","CURO",-0.489625,32.2,8.73,690333950,4300,11.31,12.7,15400875.1126,193048.6,213673.13,-0.8865,NA,"CURO Group Holdings Corp.",45267800,-0.137324,-0.137324,-0.137324,-0.489625,0.560901,0.417286,0.598532,0.144036,0.174884,0.004611,NA,"2019-10-24",NA,-17.2,1.18417624453259,NA
"1787","CW",-0.044229,141.29,95.22,5697190900,9000,116.17,124.89,42395808.67,184933.7,196398.8,6.7782,0.62,"Curtiss-Wright Corp.",42730000,6.398275,0.70952,0.311071,-0.044229,0.294215,0.158183,0.141524,0.097095,0.124199,0.015229,0.00465011625290632,"2019-10-28","2019-10-02",19.67,1.03454863913148,"2019-10-02"
"1788","SRF",-0.287257,9.48,5.8,NA,NA,7.08,6.37,NA,10878.3,9211.83,NA,NA,"Cushing Energy Income Fund",0,-0.936101,-0.919747,-0.144781,-0.287257,0.01227,-0.128137,-0.023669,0.094527,0.069692,0.036921,NA,NA,NA,NA,0.862771133030841,NA
"1789","SRV",-0.14958,12.11,7.9,68148080,NA,9.96,10.04,6020869.4,29703.2,31949.8,-0.8935,1.0836,"The Cushing MLP & Infrastructure Total Return Fund",6734000,-0.952601,-0.761657,-0.244561,-0.149587,0.168591,-0.024108,0.033708,0.03055,0.028455,0.007968,0.107075098814229,NA,NA,-11.33,0.886734328465698,NA
"1790","SZC",-0.265863,19.88,12.61,NA,NA,15.18,13.47,NA,59877.2,70637.3,NA,NA,"The Cushing Renaissance Fund",0,-0.354258,-0.399851,-0.096251,-0.265863,0.001431,-0.171107,-0.031142,0.072797,0.067073,0.03321,NA,NA,NA,NA,0.731392480980226,NA
"1791","CWK",0.061236,20.62,13.25,4099507800,51000,17.7,18.06,163906525.2,483877.2,468423.63,-0.4182,NA,"Cushman & Wakefield Plc",217020000,0.10219,0.10219,0.10219,0.061236,0.300069,0.065426,0.051196,0.07574,0.099534,-0.017681,NA,"2019-11-12",NA,-45.17,1.15758256254679,NA
"1792","CUBI",-0.11425,24.91,16.72,665802280,827,19.96,19.58,28853784.718,135567.4,124682.57,1.0901,NA,"Customers Bancorp, Inc.",31229000,0.445171,0.147694,-0.266603,-0.11425,0.121515,0.099536,0.064403,0.112735,0.129237,0.072974,NA,"2019-10-23",NA,19.56,0.785379593662439,NA
"1793","CVI",0.124159,55.52,30.46,4369077260,1450,42.85,46.71,100524063.361,710436.7,668214.63,3.9151,3,"CVR Energy, Inc.",100531000,0.703409,-0.085418,1.017497,0.124159,0.236415,0.043708,-0.054806,0.014709,-0.103918,0.022829,0.0690289921767142,"2019-10-31","2019-08-02",11.1,1.19795839875863,NA
"1794","UAN",-0.039062,4.35,3.1,418014270,290,3.7,3.7,72880164.918,44398.5,67451.43,-0.0183,0.19,"CVR Partners LP",113283000,-0.793732,-0.826711,-0.234672,-0.039062,0.098214,-0.088889,0.039437,0.008197,-0.010724,0.008197,0.0514905149051491,"2019-10-31","2019-08-02",-201.64,0.913138525934233,NA
"1795","CVS",-0.187836,82.14,51.72,82490715000,295000,59.5,58.83,1297244848.5,7170265.9,8700780.03,3.57,2,"CVS Health Corp.",1300500000,3.804754,-0.254282,-0.301666,-0.187836,-0.032784,0.119287,0.163,0.03323,0.16364,-0.002673,0.0315308213778969,"2019-11-06","2019-07-24",17.77,0.845011328220359,NA
"1796","CELP",0.147297,9,5.36,102431850,NA,7.2,7.44,4321140.075,23584.8,20611.13,0.8426,0.84,"Cypress Energy Partners LP",12065000,-0.658216,-0.688623,-0.060645,0.147297,0.450167,0.132785,0.195775,0.094072,0.128989,0.130493,0.0989399293286219,"2019-11-11","2019-08-06",10.08,0.572588379354482,NA
"1797","DHI",0.152562,50.89,32.39,18132274600,8437,42.5,47.24,335577256.74,3884213,4029136.9,4.2194,0.575,"D.R. Horton, Inc.",369820000,3.489318,0.968332,0.351194,0.152562,0.390133,0.211814,0.066797,0.017853,0.067494,-0.008092,0.0117275137670814,"2019-11-11","2019-08-09",11.62,0.784736097252503,NA
"1798","DAN",-0.211123,21.17,11.57,2204854400,30900,16.78,15.42,142848947.36,2182602.1,2075797.73,1.5594,0.4,"Dana, Inc.",143920000,0.426772,-0.140009,-0.139192,-0.211123,0.106137,-0.176344,-0.075995,0.196875,0.056552,-0.014157,0.0261096605744125,"2019-10-24","2019-08-15",9.82,1.60610586046001,NA
"1799","DHR",0.327262,145.5,94.59,100897809200,71000,126.6,140.43,636437411.712,2282420,2059461.27,3.46,0.66,"Danaher Corp.",717368000,7.012577,0.837522,0.604389,0.327262,0.399502,0.098228,0.009329,-0.00748,0.036478,0.029724,0.00469249911126911,"2019-10-21","2019-09-26",40.65,0.928497421910729,"2019-09-26"
"1800","DAC",-0.609524,23.1,6.65,126058600,1104,10.93,7.81,5493003.495,18174.2,10567.27,2.9436,NA,"Danaos Corp.",15373000,-0.96283,-0.869966,-0.569444,-0.609524,-0.307257,-0.343737,-0.159922,0.132597,0.120219,0.163121,NA,"2019-10-29",NA,2.79,0.392369374441482,NA
"1801","DQ",0.725059,53.49,20.35,NA,1518,36.82,45.2,NA,201979.8,220806,-0.1892,NA,"Daqo New Energy Corp.",NA,-0.304,-0.096047,0.809741,0.725059,1.120998,0.518155,0.220335,0.151467,0.280693,0.054143,NA,"2019-11-12",NA,-269.61,1.66586215963046,NA
"1802","DRI",0.075691,128.41,95.83,15586578560,185000,115.36,122.4,122495941.504,1144696.5,1045969.73,5.7786,3,"Darden Restaurants, Inc.",122816000,5.727891,1.412195,0.362885,0.075691,0.269989,0.142407,0.07269,0.061387,0.075326,-0.000315,0.0236387991490032,"2019-09-19","2019-07-09",21.96,0.689352069843575,NA
"1803","DAR",0.084809,22.62,17.99,3329577290,9800,20.42,19.51,162726376.527,1140453,836741.23,0.4787,NA,"Darling Ingredients, Inc.",164749000,9.790816,0.065491,0.361004,0.084809,0.052056,-0.050728,0.039075,0.055904,0.033231,0.052604,NA,"2019-11-11",NA,42.22,0.828081880281174,NA
"1804","DVA",-0.100625,79.11,43.4,10143784000,77700,55.15,58.06,154393105.3,2871745.3,3881669.4,0.8245,NA,"DaVita, Inc.",160300000,7.303161,-0.147389,-0.116226,-0.100625,0.223275,0.215287,0.284873,0.11076,0.079311,0.026273,NA,"2019-11-04",NA,76.75,1.03489853070758,NA
"1805","DCP",-0.29519,43.84,23.46,3989945280,NA,30.35,27.07,89564669.297,983661.2,765803.67,1.0258,3.12,"DCP Midstream LP",143317000,0.31757,-0.451706,-0.167717,-0.29519,0.043478,-0.120101,-0.033333,0.086651,0.047798,0.089202,0.112068965517241,"2019-11-06","2019-08-01",27.14,1.12223647925443,NA
"1806","DF",-0.811518,8.15,0.72,132327360,15000,2.53,1.18,80898515.324,4823910,3693326.13,-4.5427,NA,"Dean Foods Co.",91894000,-0.970887,-0.890554,-0.912042,-0.811518,-0.651332,-0.508532,0.358491,0.620709,-0.137725,-0.09434,NA,"2019-11-05","2018-11-16",-0.32,0.318233124696556,NA
"1807","DECK",0.289932,180.75,101.69,4188900240,3500,146.78,154.69,28615294.8,430804,487045.17,9.3842,NA,"Deckers Outdoor Corp.",28881000,111.65,1.06616,1.638173,0.289932,0.120519,0.003043,-0.162345,0.052998,-0.003778,-0.041881,NA,"2019-10-24",NA,15.46,1.0440588977796,NA
"1808","DE",0.104334,171.22,128.32,51824947070,74000,156.97,158.42,314335511.789,1871164,2081334.73,10.42,2.97,"Deere & Co.",314873000,7.122718,0.694489,0.422053,0.104334,0.111344,0.026762,0.066205,0.080058,0.089567,0.003353,0.0180448386900784,"2019-11-27","2019-09-27",15.8,1.28202498557489,"2019-09-27"
"1809","DEX",-0.108597,11.35,8.08,118268950,NA,9.6,9.76,11385901.904,42798.6,49125.6,-1.3838,1.0871,"Delaware Enhanced Global Dividend & Income Fund",12007000,-0.492308,-0.207366,-0.12,-0.108597,0.118048,0.008188,-0.005051,0.018614,0.026042,0.008188,0.110365482233503,NA,NA,-7.12,0.616170309067877,NA
"1810","DDF",0.170833,15.55,9.63,108016400,NA,13.17,13.93,7686892.928,17329.3,26676.27,0.2919,0.9939,"Delaware Investments Dividend & Income Fund, Inc.",7688000,0.244973,0.412629,0.312139,0.170833,0.217504,0.079997,0.022562,0.067629,0.059578,0.032329,0.0707402135231317,NA,NA,48.13,1.00578018417036,NA
"1811","DKL",-0.068925,35.5,27.01,771821370,NA,31.11,31.24,8670330.198,21343.2,30335.6,2.4644,3.19,"Delek Logistics Partners LP",24417000,0.278333,-0.078402,0.002614,-0.068925,0.068989,-0.031556,0.050166,0.04912,-0.012496,0.04289,0.100917431192661,"2019-11-04","2019-08-02",12.83,0.634864210524597,NA
"1812","DK",-0.180178,47,29.51,2841636200,3717,35.86,36.51,74084815.675,1431628.8,1371579.23,6.4866,1.06,"Delek US Holdings, Inc.",75335000,1.371077,0.193988,0.561816,-0.180178,0.138889,0.040265,0.040839,0.146156,-0.00763,0.031729,0.028101802757158,"2019-11-06","2019-08-16",5.82,1.73559044380682,NA
"1813","DELL",0.004456,70.55,41.56,39203513226,157000,55.43,52.24,222519791.953,3067044.4,3215592.77,3.9793,NA,"Dell Technologies, Inc.",231577000,1.864933,1.864933,0.821557,0.004284,0.148132,-0.105637,0.068536,0.102956,0.072987,-0.024874,NA,"2019-11-29",NA,13.6,1.15589695282189,NA
"1814","DLPH",-0.508039,36.73,12.26,1466078130,21000,18.14,15.97,86722659.162,1632868.3,1382662,2.4536,NA,"Delphi Technologies Plc",87111000,0.027192,-0.675504,-0.749342,-0.508039,0.16069,-0.141327,-0.06396,0.15274,0.119016,-0.020942,NA,"2019-11-06","2018-11-05",6.86,1.3932125950423,NA
"1815","DAL",0.019151,63.43,45.08,38407373070,89000,54.77,59.43,648069641.122,5836025.6,5365674.6,6.73,1.4,"Delta Air Lines, Inc.",650201000,1.786197,0.509676,0.189819,0.019151,0.179277,0.16417,0.061074,0.015123,0.021619,0.007333,0.0237006940917555,"2019-10-21","2019-07-24",8.78,0.980121488020381,NA
"1816","DLX",-0.129452,57.69,36.11,2098896590,5934,43.54,44.2,42456698.312,339726.5,312091.9,2.431,1.2,"Deluxe Corp.",42931000,0.089965,-0.198619,-0.384336,-0.129452,0.250064,0.123133,0.169058,0.074033,0.166547,-0.000613,0.024544896706893,"2019-10-24","2019-08-16",20.11,1.01477638489271,NA
"1817","DNR",-0.705104,6.75,0.865,732671160,847,1.71,1.12,462100397.222,19774479.7,14628824.6,0.8274,NA,"Denbury Resources, Inc.",469661000,-0.242647,-0.880925,0.05102,-0.705104,-0.204082,-0.156757,0.238095,0.405405,0.608247,0.147059,NA,"2019-11-11","2015-08-21",1.89,2.67514868526441,NA
"1818","DBI",-0.449643,34.63,14.07,1230606300,16100,21.74,16.77,61496720.032,1779201.1,1627632.37,0.6968,1,"Designer Brands, Inc.",64912000,0.773795,-0.321657,0.065041,-0.449643,-0.321042,-0.332019,-0.047244,0.135389,0.011343,-0.006452,0.0590318772136954,"2019-11-20","2019-09-19",24.31,1.32187231110726,"2019-09-19"
"1819","DESP",-0.331273,18.9,9.52,730098165,3398,13.94,12.16,57583759.917575,478628.4,703588.8,-0.1872365,NA,"Despegar.com Corp.",67476725,-0.544053,-0.544053,-0.544053,-0.331273,-0.148031,-0.336196,-0.202653,0.020755,-0.16124,0.067061,NA,"2019-11-14",NA,-57.79,1.08483994915993,NA
"1820","DKT",-0.001923,26.14,24.31,NA,NA,25.56,25.55,NA,71736.3,90920.6,NA,NA,"Deutsche Bank Contingent Capital Trust V",0,0.019802,-0.090427,-0.033771,-0.001923,0.036342,-0.001923,0.003092,0.013276,0.026503,0.006985,NA,NA,NA,NA,0.106373205218322,NA
"1821","DB",-0.28497,12.51,6.44,16994703100,91737,8.1,7.57,1817916989.2,7028424.1,7318817.37,-1.7174,NA,"Deutsche Bank AG",2064970000,-0.753462,-0.776307,-0.574725,-0.28497,0.003659,-0.111231,0.206745,0.167376,0.075817,-0.008434,NA,"2019-10-30",NA,-4.79,1.21843400456503,NA
"1822","DXB",-0.018395,25.62,22.55,NA,NA,24.75,24.8,NA,67211.2,84033.03,NA,NA,"Deutsche Bank Contingent Capital Trust II",0,0.194528,-0.033435,0.003726,-0.018395,0.042394,0.002398,0.007229,-0.004762,0.015796,0.005613,NA,NA,NA,NA,0.157048001262529,NA
"1823","DVN",-0.275444,41.94,20.37,11366104000,2900,27.4,24.73,391815716.2,7640570.4,7738722.03,8.1646,0.34,"Devon Energy Corp.",404200000,0.301509,-0.568984,-0.17479,-0.275444,0.211547,-0.078335,0.065152,0.208423,0.168745,0.144951,0.0120910384068279,"2019-11-07","2019-12-12",3.44,1.523563172811,"2019-12-12"
"1824","DHX",1.097436,4.44,1.34,224283330,484,2.96,3.64,48895136.865,260055.8,362915.9,0.1756,NA,"DHI Group, Inc.",54837000,-0.716418,-0.454023,0.055556,1.097436,1.391813,0.683128,0.025063,0.168571,0.199413,0.027638,NA,"2019-11-01",NA,23.29,0.842350617856011,NA
"1825","DHT",0.330337,6.36,3.6,843120480,17,5.03,5.69,89777946.801,1259231,1119657.5,-0.0156,0.17,"DHT Holdings, Inc.",142419000,-0.961203,-0.262812,0.24115,0.330337,0.461728,0.275862,0.062837,0.047788,0.114878,0.010239,0.0287162162162162,"2019-10-30","2019-08-21",-379.49,0.919837931405415,NA
"1826","DEO",0.163315,176.22,131.43,NA,28150,160.54,167.83,591955860.7875,448079.3,372562.33,6.7661,3.46469,"Diageo Plc",NA,3.057455,0.349105,0.395913,0.163315,0.157642,-0.011271,-0.054257,-0.032662,-0.011453,-0.018725,0.0214651508580633,NA,"2018-08-09",23.86,0.36847091190398,NA
"1827","DO",-0.496823,20.85,5.25,1199314740,2300,9.43,7.28,137500815.318,2864803.7,3274428.1,-2.3093,NA,"Diamond Offshore Drilling, Inc.",137694000,-0.534527,-0.827029,-0.380531,-0.496823,-0.105749,-0.218834,0.155172,0.3936,0.411669,0.137076,NA,"2019-11-04","2015-11-11",-3.77,1.78271533801638,NA
"1828","DSSI",0.039234,14.25,9.6,460212950,NA,11.97,11.43,19517109.985,178638.1,143719.13,NA,NA,"Diamond S Shipping, Inc.",40405000,0.298358,0.298358,0.298358,0.039234,0.039234,0.039234,-0.022318,0.037341,0.044954,0.004409,NA,"2019-11-27",NA,NA,-0.0507417820881194,NA
"1829","DRH",-0.15088,12,8.69,2027995610,31,10.19,9.75,197155807.373,2463844.8,1915666.4,0.4527,0.5,"DiamondRock Hospitality Co.",200197000,0.022642,-0.117982,-0.006416,-0.15088,0.12932,-0.056797,-0.000986,0.065195,0.074231,0.001978,0.0493583415597236,"2019-11-11","2019-06-27",22.38,0.804347192630542,"0000-00-00"
"1830","DSX",-0.117493,4.32,2.4,327015000,1041,3.19,3.41,75313779.75,200148.8,226943.33,0.1292,NA,"Diana Shipping, Inc.",96750000,-0.813295,-0.706364,-0.188442,-0.117493,0.04644,0.238095,0.079872,0.015015,0.062893,-0.02029,NA,"2019-11-26",NA,26.16,0.911924169069521,NA
"1831","DKS",0.041329,41.21,29.69,3484115192,40700,35.73,35.49,63252282.336,2152390.9,2830148.6,3.377,1,"Dick's Sporting Goods, Inc.",65888000,4.868946,-0.296585,-0.288814,0.041329,0.213409,0.11384,0.126863,0.168536,0.149717,0.012077,0.0259403372243839,"2019-11-11","2019-09-12",11.42,0.831050415813121,NA
"1832","DBD",1.956044,14.66,2.41,1032233700,23000,8.91,11.95,74612691.438,823526.4,1168437.7,-6.8106,NA,"Diebold Nixdorf, Inc.",76746000,-0.678728,-0.697942,-0.616376,1.956044,3.981481,0.181898,0.494444,0.089069,0.047508,-0.001485,NA,"2019-10-30","2018-02-23",-1.97,1.93883216595547,NA
"1833","DLR",0.032682,129.57,100.05,26332471770,1530,116.34,120.75,208193826.412,1549821.1,1089585.8,1.0913,4.18,"Digital Realty Trust, Inc.",208343000,8.949167,1.139989,0.051524,0.032682,0.224828,0.093055,0.031839,0.016569,0.094191,-0.009871,0.0330722367275892,"2019-10-24","2019-09-12",115.82,0.546611645594121,NA
"1834","DDS",-0.148424,86.71,47.95,1626919073,39000,65.59,64.83,16780979.679,682781.3,686052.93,4.8805,0.4,"Dillard's, Inc.",20973000,4.237249,-0.283009,0.191246,-0.148424,0.029402,-0.106354,0.13588,0.136475,-0.069315,-0.060182,0.00614250614250614,"2019-11-11","2019-09-27",13.34,0.709412293222042,"2019-09-27"
"1835","DDT",-0.042233,27.61,25.21,NA,NA,26.29,26.15,NA,9585.6,12201.17,NA,NA,"Dillards Capital Trust I",0,0.383036,0.049385,0.053073,-0.042233,0.01007,-0.004903,-0.005339,-0.002104,0.007339,0.001152,NA,NA,NA,NA,0.162617321301692,NA
"1836","DIN",-0.098335,104,65.63,1274115680,3300,85.99,82.39,16108545.952,320314.7,349787.73,5.7643,2.64,"Dine Brands Global, Inc.",17176000,2.954545,0.131868,0.734611,-0.098335,0.077571,-0.14213,-0.241513,-0.034994,-0.085327,-0.013433,0.0355891075761661,"2019-10-28","2019-09-19",12.87,0.714780091231654,"2019-09-19"
"1837","DPLO",-0.705296,21.48,4.17,426164600,2335,7.93,5.63,57576657.38,955577.8,881081.2,-6.3277,NA,"Diplomat Pharmacy, Inc.",75830000,-0.627341,-0.627341,-0.634415,-0.705296,-0.592163,-0.031034,0.24612,-0.017483,0.099804,-0.151057,NA,"2019-11-11",NA,-0.89,0.757648610618031,NA
"1838","DFS",0.077746,92.98,54.36,26601765190,16600,74.49,82.82,316465851.702,1887354.6,1789206.7,8.5528,1.6,"Discover Financial Services",318241000,1.853217,0.445972,0.357438,0.077746,0.407002,0.134809,0.087279,0.033506,0.004688,-0.008657,0.0191410455796148,"2019-10-24","2019-08-21",9.77,1.19654384102517,NA
"1839","DNI",-0.008354,12.19,8.93,NA,NA,11.25,11.48,NA,26358.9,29545.63,NA,NA,"Dividend & Income Fund",0,-0.617761,-0.241399,-0.027823,-0.008354,0.232606,0.039405,0.043975,0.052305,0.068407,0.002534,NA,NA,NA,NA,0.887011292318205,NA
"1840","DLB",-0.069697,71.77,56.09,6540256629,2151,63.73,62.63,63690211.278,281275,383352.5,2.5513,0.73,"Dolby Laboratories, Inc.",64494000,1.68642,0.673417,0.263647,-0.069697,0.036662,0.002176,0.023333,0.070041,0.123562,0.021226,0.0113230960136498,"2019-10-25","2019-05-13",25.27,1.00030801077641,NA
"1841","DG",0.428159,162.34,98.08,39375105560,135000,125.28,142.47,256547951.436,2011476.6,1953518.8,6.25,1.22,"Dollar General Corp.",257068000,4.657871,1.19098,0.68761,0.428159,0.422059,0.314425,0.127079,0.109124,0.154693,-0.024954,0.00796500620225893,"2019-12-02","2019-10-07",24.51,0.810412351103381,"2019-10-07"
"1842","D",0.09029,79.47,67.41,64512108350,21300,75.18,76.67,819124598.575,3433804.5,3852380.7,1.49,3.505,"Dominion Energy, Inc.",821915000,1.711566,0.045423,-0.038711,0.09029,0.102697,0.02454,0.027087,0.008999,0.051158,0.019218,0.0446553701108421,"2019-11-04","2019-09-05",52.68,0.164092886237479,NA
"1843","DCUE",NA,NA,NA,84591491800,NA,NA,NA,NA,NA,NA,NA,NA,"Dominion Energy, Inc.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","DRUA",0.061856,26.57,21.59,21164311250,NA,24.91,26.06,NA,48487.6,57317.3,NA,NA,"Dominion Energy, Inc.",0,-0.001996,-0.001996,0.015435,0.061856,0.116652,0.03,0.014179,-0.0168,0.001166,-0.019794,NA,NA,NA,NA,0.115782468618267,NA
"1845","DPZ",-0.108558,302.04,220.9,10094248809,14500,260.45,246.17,40964779.335,979104.3,814590.73,9.2499,2.4,"Domino's Pizza, Inc.",41233000,19.89037,2.941579,0.466639,-0.108558,0.006124,0.005669,-0.13195,0.055038,0.02115,0.005009,0.00980432207198007,"2019-10-14","2019-09-12",26.46,0.713584194501756,NA
"1846","UFS",-0.344181,54.5,31.72,2232335610,10000,43.31,37.05,62504333.169,627879.5,718401.33,4.5126,1.76,"Domtar Corp.",62583000,-0.199932,0.012457,0.24643,-0.344181,0.021478,-0.284166,-0.172965,0.051902,-0.013551,0.005639,0.0493411830670031,"2019-10-31","2019-10-01",7.9,1.04686171824948,"2019-10-01"
"1847","DCI",-0.102076,59.43,40.27,6730875060,14000,49.21,48.92,127163165.469,776257.2,547873,2.418,0.78,"Donaldson Co., Inc.",127527000,4.847416,0.26383,0.139629,-0.102076,0.226871,0.066263,0.102109,0.067557,0.127778,0.033483,0.0147783251231527,"2019-11-28","2019-08-12",21.83,1.24458958643891,NA
"1848","DFIN",-0.391691,20.84,10.39,421890000,3100,14.06,12.34,33297685.4,184629.8,171173.1,1.8526,NA,"Donnelley Financial Solutions, Inc.",34300000,-0.308387,-0.308387,-0.276328,-0.391691,-0.157534,-0.168919,0.008197,0.096257,0.021595,0.043257,NA,"2019-11-04",NA,6.64,1.3114171342519,NA
"1849","LPG",0.452646,11.16,5.26,574317520,564,7.59,9.67,41018550.2,360011.9,469961.6,-0.442,NA,"Dorian LPG Ltd.",55064000,-0.57618,-0.57618,-0.11236,0.452646,0.792096,0.817073,0.211382,0.056738,0.270402,0.010659,NA,"2019-11-01",NA,-23.6,1.16288270094009,NA
"1850","DSL",-0.032321,20.79,16.11,2003525680,NA,19.6,20,101393000,305604.4,404758.53,0.5418,1.8,"DoubleLine Income Solutions Fund",101393000,-0.191,-0.079426,-0.03137,-0.032321,0.111361,0.003555,-0.017404,0.003555,-0.026121,0.001013,0.0910931174089069,NA,NA,36.47,0.498554899952448,NA
"1851","DBL",-0.010952,21.15,18.05,310054560,NA,20.07,20.68,14928000,49441,60051.23,1.1939,1.776,"Doubleline Opportunistic Credit Fund",14928000,-0.212098,-0.128271,-0.17047,-0.011258,0.080088,0.051651,0.007768,0.015156,0.014165,-0.00574,0.0855079441502167,NA,NA,17.4,0.161863677822436,NA
"1852","PLOW",-0.045287,47.15,33.54,1004347700,1663,38.46,41.49,22199184.29,59608.6,62116.87,2.1607,1.075,"Douglas Dynamics, Inc.",22795000,2.387954,1.236842,0.206625,-0.045287,0.245336,0.142635,0.164069,0.036218,0.150692,0.030402,0.0243985474353155,"2019-11-06","2019-09-19",20.39,0.80623607272184,"2019-09-19"
"1853","DEI",0.078839,43.06,32.32,8542733500,670,39.49,41.22,165571293,792809.5,712291.27,0.693,1.03,"Douglas Emmett, Inc.",175250000,0.75814,0.503254,0.081686,0.078839,0.275349,0.028145,0.003823,-0.007325,0.059521,-0.00568,0.0245179719114497,"2019-11-04","2019-09-27",60.62,0.591201975034063,"2019-09-27"
"1854","DOV",0.121089,103.47,65.83,14434721500,24000,90.71,94.73,144072046.304,878051.3,819278.77,4.1312,1.92,"Dover Corp.",145438000,3.009828,0.139134,0.242167,0.121089,0.392982,0.072625,0.040247,0.08779,0.104004,0.022669,0.0193450881612091,"2019-10-18","2019-08-29",24.02,0.965092977933079,NA
"1855","DVD",-0.038095,2.25,1.85,73931950,54,2.01,2,15183208.35,30807.1,26093,0.1176,NA,"Dover Motorsports, Inc.",18090000,-0.400593,-0.09417,-0.038095,-0.038095,0.01,-0.014634,0.015075,-0.009804,0.004975,0.01,NA,NA,"2018-11-09",17.18,0.0578621344782884,NA
"1856","DOW",-0.128711,60.52,40.44,36424820120,NA,49.94,46.44,742431627.4,3900606.7,4431341.13,NA,NA,"Dow, Inc.",743212000,-0.0496,-0.0496,-0.0496,-0.128711,-0.128711,-0.128711,-0.00689,0.074781,0.094706,0.058074,NA,"2019-11-27","2019-08-29",NA,-0.160244764958037,NA
"1857","RDY",0.07479,42.82,31.58,NA,21966,38.04,36.83,165987431.78,214327.9,216651.7,1.7845,NA,"Dr. Reddy's Laboratories Ltd.",NA,3.412797,-0.06719,0.06236,0.07479,0.021294,-0.018168,0.058483,0.090057,0.089747,-0.008014,NA,"2019-10-21",NA,21.5,0.366570887004152,NA
"1858","DRD",0.921951,4.85,1.64,NA,NA,2.5,3.66,NA,195215.6,214605.33,0.0793,NA,"DRDGOLD Ltd.",NA,-0.928295,-0.412698,-0.515707,0.921951,0.885167,1.188889,0.509579,0.010256,0.145349,0.076503,NA,NA,NA,49.68,-0.522929420288125,NA
"1859","DRQ",0.129867,56.31,26.62,2006591940,1926,42.27,48.14,35820019.584,329046.2,322680.8,-2.4906,NA,"Dril-Quip, Inc.",36207000,5.135155,-0.626325,-0.183349,0.129867,0.791788,0.217754,0.330293,0.127569,0.162332,0.083268,NA,"2019-10-24",NA,-22.25,1.45472207669522,NA
"1860","DS",-0.308581,6.62,3.55,280868270,3923,4.68,4.84,59649583.182,223403.5,254294.33,-0.7569,NA,"Drive Shack, Inc.",67033000,-0.94833,-0.80412,0.341026,-0.308581,0.021951,-0.132505,-0.123431,-0.178431,-0.117895,-0.125261,NA,"2019-11-11",NA,-5.54,1.16805238304573,NA
"1861","DTE",0.157646,132.5,106.41,23838425100,10600,123.6,129.33,182123551.442,1229235,1028466.6,6.0719,NA,"DTE Energy Co.",183302000,2.203893,0.576904,0.197052,0.157646,0.205394,0.054402,0.002389,-0.005658,0.024661,0.011511,NA,"2019-10-23","2019-09-13",21.42,0.167031012959441,NA
"1862","DTJ",0.065817,26.42,21.9,4749354820,NA,25.13,26.1,NA,13558.8,19084.33,NA,NA,"DTE Energy Co.",0,0.020482,0.020482,0.020482,0.065817,0.121645,0.03186,0.000386,-0.003462,-0.00461,-0.006518,NA,NA,NA,NA,0.0950791985833601,NA
"1863","DTQ",0.027642,26.68,21.72,4633874560,NA,24.82,25.35,NA,13424.3,17049.97,NA,NA,"DTE Energy Co.",0,-0.005945,0.088542,-0.005989,0.027601,0.10698,0.01201,0.005169,0.001982,-0.001974,0.000396,NA,NA,NA,NA,0.133681526133612,NA
"1864","DTV",0.023608,56.5,49.49,10244748780,NA,52.51,53.29,NA,96948.5,116112.2,NA,NA,"DTE Energy Co.",0,0.025576923076923,0.025576923076923,0.00622641509433959,0.0236084452975047,0.034529582929195,-0.00781395348837212,-0.0131384159881569,0.0115705614567526,0.0109952606635071,-0.0018716077110238,NA,NA,NA,NA,0.0666687087707633,NA
"1865","DTW",0.087669,27.49,21.25,4866668100,NA,24.95,26.56,NA,22655.8,26464.83,NA,NA,"DTE Energy Co.",0,0.01077,0.01077,0.01077,0.087669,0.17634,0.064555,0.040768,-0.011541,0,-0.009698,NA,NA,NA,NA,0.0985649076428131,NA
"1866","DTY",0.03399,28.25,24.62,4906994540,NA,26.61,27.47,NA,21813.3,26187.1,NA,NA,"DTE Energy Co.",0,0.072299,0.072299,0.008018,0.03399,0.03399,-0.002608,0.015169,-0.022993,-0.030424,-0.022279,NA,NA,NA,NA,0.0633784312827932,NA
