"","symbol","week52change","week52high","week52low","marketcap","employees","day200MovingAvg","day50MovingAvg","float","avg10Volume","avg30Volume","ttmEPS","companyName","sharesOutstanding","maxChangePercent","year5ChangePercent","year2ChangePercent","year1ChangePercent","ytdChangePercent","month6ChangePercent","month3ChangePercent","month1ChangePercent","day30ChangePercent","day5ChangePercent","nextEarningsDate","peRatio","beta","ttmDividendRate","nextDividendDate","dividendYield","exDividendDate"
"82","HRC",0.096485,109.18,81.82,7023592800,10000,101.13,105.66,66655245.335,361785.4,416407.63,3.2197,"Hill-Rom Holdings, Inc.",66815000,0.996273,1.6551,0.346342,0.096485,0.23627,0.004683,0.0068,0.002288,0.011547,-0.006145,"2019-11-01",32.65,1.00732817920142,0.82,"2019-09-19",0.00780060882800609,"2019-09-19"
"83","HTH",0.22598,25.6,16.43,2320302750,5200,20.08,22.68,68674096.05,593983.2,521240.83,1.71,"Hilltop Holdings, Inc.",92775000,0.123684,0.001877,-0.233943,0.22598,0.377203,0.418605,0.243042,0.133726,0.109583,0.028372,"2019-10-24",14.63,0.776783446185048,0.3,NA,0.0119952019192323,"2019-08-14"
"84","HGV",0.040454,35.03,24.16,2916712400,8600,30.2,31.08,85177796.048,1256026,2148073.67,2.711,"Hilton Grand Vacations, Inc.",85912000,0.147228,0.147228,-0.151104,0.040454,0.289894,0.078805,0.166667,0.325654,0.283069,0.02259,"2019-10-28",12.52,1.36028491192381,NA,NA,NA,NA
"85","HLT",0.199725,101.14,63.76,27552422750,169000,85.99,94.87,282264172.58,1418377.1,1752833.3,2.7466,"Hilton Worldwide Holdings, Inc.",286855000,0.538333,0.357752,0.521094,0.199725,0.353961,0.13,0.028152,0.043908,0.022788,0.038042,"2019-11-04",34.97,1.03517799231216,0.6,NA,0.0062467464862051,"2019-08-08"
"86","HNI",-0.203205,44.79,29.9,1471041250,8900,35.86,32.71,42188828.5,219797.8,190007.27,2.0397,"HNI Corp.",42875000,0.32807,0.075284,-0.172135,-0.203205,-0.02639,-0.08992,-0.026943,0.116135,0.03781,0.058951,"2019-10-22",16.82,1.07421998066373,1.19,NA,0.0346837656659866,"2019-08-15"
"87","HMLP",-0.157182,19.98,14.05,516478633,NA,17.56,16.59,17515247.34,101972.7,122745.93,1.2927,"Höegh Lng Partners LP",20058000,-0.120899,-0.120899,-0.012121,-0.157182,-0.022013,-0.165773,-0.108372,-0.03296,-0.090643,0.010396,"2019-11-28",12.03,0.619662549445478,1.76,NA,0.113183279742765,"2019-07-31"
"88","HEP",-0.158735,33.4,25.03,2721406400,NA,28.18,27.9,45448857.6,252345.5,179083.27,1.7964,"Holly Energy Partners LP",105440000,1.19389,-0.218514,-0.223919,-0.158735,-0.096921,-0.086048,-0.052496,-0.062477,-0.075573,-0.074579,"2019-10-30",14.37,0.610896553676431,2.6625,NA,0.103157690817513,"2019-07-26"
"89","HFC",-0.270067,72.3,37.73,8456017640,3622,49.21,47.63,163596456.808,2064396.5,2179659.27,5.4104,"HollyFrontier Corp.",164578000,11.343466,-0.124639,0.646974,-0.270067,0.001559,-0.014954,0.274938,0.160343,0.004889,0.018838,"2019-10-31",9.5,1.34872887962682,1.32,NA,0.0256909303230829,"2019-08-21"
"90","HD",0.119147,235.49,158.09,256243197000,413000,195.88,216.83,1094035137.3,3647690.2,4283518.33,10.09,"The Home Depot, Inc.",1095150000,7.052844,1.589907,0.27242,0.119147,0.357114,0.288365,0.137095,0.160673,0.102899,0.004767,"2019-11-19",23.19,0.91548067446765,4.78,NA,0.0204290965039747,"2019-09-04"
"91","HMC",-0.062284,31.04,22.87,NA,219722,26.66,24.87,1759569577.73127,896005.9,781618.2,2.7449,"Honda Motor Co., Ltd.",NA,0.618214,-0.17377,-0.044138,-0.062284,0.023414,-0.004409,0.069455,0.182373,0.107931,0.06025,"2019-10-29",9.87,0.779498491795211,NA,NA,NA,"2016-12-29"
"92","HON",0.015747,178.47,123.48,120668686680,114000,158.97,168.58,716809845,3654800.6,2911909.77,9.56,"Honeywell International, Inc.",719508000,6.856623,0.857619,0.316327,0.015747,0.272169,0.080258,-0.029512,0.022373,-0.001786,-0.011494,"2019-10-21",17.54,0.939398483269877,3.205,NA,0.0191103690894997,"2019-08-15"
"93","HMN",0.014514,48.15,34.38,1958140940,1495,40,43.34,40956538.522,201847.9,162413.67,2.8321,"Horace Mann Educators Corp.",41198000,2.031343,0.376016,0.060574,0.014514,0.264432,0.263424,0.159268,0.112333,0.113636,0.039816,"2019-10-29",16.78,0.814325553441757,1.145,"2019-09-13",0.0240900483904902,"2019-09-13"
"94","HZN",-0.47037,8.5,1.34,108627090,4200,2.97,4.16,17049161.041,135060,189454.2,-4.4821,"Horizon Global Corp.",25321000,-0.840615,-0.840615,-0.814204,-0.47037,1.68125,0.915179,0.215297,0.469178,-0.126273,-0.009238,"2019-10-31",-0.96,1.73242965197403,NA,NA,NA,NA
"95","HTFA",-0.001176,26.93,24.58,NA,NA,25.5,25.61,NA,1299.6,1010.17,NA,"Horizon Technology Finance Corp.",0,0.008911,0.008911,0.008911,-0.001176,0.013239,0.006719,-0.002741,-0.00663,-0.004713,-0.011641,NA,NA,0.00971364649889333,NA,NA,NA,NA
"96","HRL",0.025776,46.26,37,22950030600,20100,41.94,41.76,275486336.37,2444910.1,2860048.57,1.8434,"Hormel Foods Corp.",533970000,6.45859,0.635873,0.142691,0.025776,0.039923,0.006557,0.037413,0.056279,0.039168,0.001631,"2019-11-19",23.32,0.442814355010873,0.8175,NA,0.0190204746393671,"2019-07-12"
"97","HOS",-0.824558,6.14,0.5771,28661919,1009,1.3794,0.8689,32639178.412,82122.7,97524.43,-3.2854,"Hornbeck Offshore Services, Inc. (Louisiana)",37993000,-0.889811,-0.96183,-0.506757,-0.824558,-0.500397,-0.486803,-0.40127,0.229465,-0.142337,0.019459,"2019-10-30",-0.23,1.71931142819714,NA,NA,NA,NA
"98","HST",-0.197033,21.62,15.51,12641937280,184,18.13,16.98,721465579.856,8424902.1,8052412.53,1.4826,"Host Hotels & Resorts, Inc.",729904000,1.788219,-0.070159,0.116854,-0.197033,0.056742,-0.098855,-0.054069,0.094817,0.014646,0.010502,"2019-10-31",11.68,0.851695764194729,0.8,NA,0.046189376443418,"2019-06-27"
"99","HLI",-0.019624,50,34.31,3076966493,1354,44.3,43.99,40858047.12,347095.1,326923.37,2.7829,"Houlihan Lokey, Inc.",40920000,1.201786,1.201786,0.457016,-0.019624,0.250269,0.012642,0.029242,0.101992,0.049469,0.02674,"2019-10-23",16.69,0.992554768640995,1.12,NA,0.0241067585019372,"2019-09-04"
"100","HOV",-0.639765,43.25,5.15,91063880,1851,13.7,7.95,4496414.025,461856.2,266061.43,0.991,"Hovnanian Enterprises, Inc.",5325000,-0.961461,-0.845237,-0.697974,-0.639765,-0.194211,0.055862,0.950318,1.814338,1.630584,0.000654,"2019-12-16",15.45,1.56720152718029,NA,NA,NA,NA
"101","HHC",0.027854,135.42,89.51,5620067700,1400,113.07,129.69,41201878.635,173337.4,204602.87,2.4584,"The Howard Hughes Corp.",43145000,2.037127,-0.245675,-0.11547,0.027854,0.348168,0.199006,0.284235,0.015198,-0.007618,0.010629,"2019-11-08",52.99,1.03342079704764,NA,NA,NA,NA
"102","HPQ",-0.238019,27.08,17.1,28274842800,55000,20.47,19.79,1479856072.74,10805929.3,10757359.17,2.74,"HP, Inc.",1481910000,0.286172,-0.378403,0.040394,-0.238019,-0.075133,-0.028513,-0.041688,-0.010373,-0.052632,0.003682,"2019-11-26",6.96,1.31009956605587,0.6199,NA,0.0324895178197065,"2019-09-10"
"103","HSBC",-0.101263,45.33,35.35,NA,235217,40.94,38.69,4033571932.84,3239071.2,3664135.87,3.494,"HSBC Holdings Plc",NA,-0.160146,-0.138162,0.025767,-0.101263,-0.042564,-0.048614,-0.039745,0.087222,-0.005589,0.045127,"2019-10-28",11.2,0.62674987155924,2.55,NA,0.0651507409299949,"2019-08-15"
"104","HMI",0.106061,19.66,7.27,NA,694,11.34,10.53,14226295.080552,161236.9,283167.9,0.4749,"Huami Corp.",NA,-0.141333,-0.141333,-0.141333,0.106061,0.098295,-0.24794,0.191513,0.021455,-0.085977,-0.00545,"2019-12-02",23.06,1.06683056164678,NA,NA,NA,NA
"105","HNP",-0.129146,26.76,20.51,NA,57970,24.12,22.75,117474717.188,13603.9,15762.6,1.1842,"Huaneng Power International, Inc.",NA,0.304598,-0.391569,-0.080633,-0.129146,-0.103254,-0.084495,-0.110757,0.028098,-0.07,0.021043,"2019-10-23",18.85,0.598118901677733,NA,NA,NA,NA
"106","HUBB",0.025893,137.97,91.88,7501912920,19700,119.13,128.05,54074983.149,264253.8,235082,6.7633,"Hubbell, Inc.",54409000,3.092357,0.084754,0.142324,0.025893,0.392446,0.137624,0.123625,0.121249,0.077861,0.023912,"2019-10-24",20.39,1.13496990875048,3.29,NA,0.0238613286916159,"2019-08-29"
"107","HUBS",0.023449,207.98,108.39,6974675000,2638,166.9,184.78,39871460,619487.5,622937.93,-1.4606,"HubSpot, Inc.",42500000,5.182724,5.182724,1.675773,0.023449,0.309946,-0.024664,-0.043035,-0.113542,-0.046094,-0.066337,"2019-11-06",-112.36,1.84178906733577,NA,NA,NA,NA
"108","HBM",-0.12967,7.83,2.99,1034637120,2180,5.4,4.05,223072727.24,668656.9,874646.17,-0.1847,"HudBay Minerals, Inc.",261272000,-0.467374,-0.225386,0.155752,-0.12967,-0.175,-0.404511,-0.234043,0.249211,0.076087,0.128205,"2019-10-30",-21.44,1.42246071158286,0.0150463600541781,NA,0.0037995858722672,"2019-09-05"
"109","HUD",-0.424095,23.22,10.33,513909000,10094,14.24,12.28,39380000,184866.3,193479.9,0.2519,"Hudson Ltd.",39380000,-0.069886,-0.069886,-0.069886,-0.424095,-0.216687,-0.086774,-0.04814,0.150794,0.074959,0.086595,"2019-11-11",51.81,1.03552430400286,NA,NA,NA,NA
"110","HPP",0.047988,36.19,27.12,10477100623,311,33.17,34.14,151621615.164,680686.4,738476.5,0.0228,"Hudson Pacific Properties, Inc.",154398000,1.031034,0.489254,0.047421,0.047988,0.2207,-0.017987,-0.008204,0.022041,-0.019977,-0.001769,"2019-11-04",1484.65,0.635567396370304,1,"2019-09-19",0.0295420974889217,"2019-09-19"
"111","HUM",-0.185476,355.88,225.65,37107597410,43600,277.38,283.65,134747900.275,915352.9,992091.2,18.42,"Humana, Inc.",135089000,25.729122,1.097018,0.088986,-0.185476,-0.024504,-0.018333,0.090776,-0.072933,-0.065458,-0.003627,"2019-11-06",14.91,0.856810691305857,2.1,"2019-09-27",0.00764498161563945,"2019-09-27"
"112","HCFT",-0.082873,3.79,2.76,78644160,NA,3.36,3.33,23316477.408,19557.8,23634.73,0.0936,"Hunt Companies Finance Trust, Inc.",23688000,-0.76,-0.707563,-0.359116,-0.082873,0.117845,-0.075209,-0.043228,0.018405,0.003021,-0.008955,"2019-11-13",35.47,0.357843397964574,0.265,NA,0.0798192771084337,"2019-06-27"
"113","HII",-0.136773,262.32,173.8,9023843850,40000,210.62,217.66,40254337.76,258644.7,290137.8,16.1685,"Huntington Ingalls Industries, Inc.",41335000,4.618565,1.030265,0.078491,-0.136773,0.133725,0.053111,0.016388,0.087147,0.058781,0.013275,"2019-11-11",13.5,0.97482817795201,3.3,NA,0.015116119279923,"2019-08-29"
"114","HUN",-0.171318,29.6,17.33,5383366200,10000,21.02,20.16,204415547.52,2698479.2,2604319.53,1.3115,"Huntsman Corp.",229470000,-0.146122,-0.178642,-0.153036,-0.171318,0.187247,0,0.23279,0.23669,0.226987,0.048257,"2019-10-28",17.89,1.5957460107518,0.65,NA,0.0277067348678602,"2019-09-12"
"115","HUYA",-0.084913,30,14.44,NA,1253,22.05,22.95,NA,2184439.2,2590306,0.24,"HUYA, Inc.",NA,0.424658,0.424658,0.424658,-0.084913,0.530755,-0.013486,0.036052,0.128565,0.146249,0.007513,"2019-11-11",100.58,1.71016491050834,NA,NA,NA,NA
"116","H",-0.000129,81.57,63.45,8092361908,54000,73.31,75.63,36985985.904,615751,626519.57,3.9441,"Hyatt Hotels Corp.",37599000,1.965517,0.344217,0.350785,-0.000129,0.154122,0.067993,0.03537,0.05863,0.013907,0.034123,"2019-10-31",19.59,0.981592194920512,0.68,NA,0.0087991718426501,"2019-08-26"
"117","HY",-0.075027,76.79,43.26,772583490,7800,60.03,55.59,5838536.592,81509.8,79992.6,2.0349,"Hyster-Yale Materials Handling, Inc.",12789000,0.403011,-0.364804,-0.210307,-0.075027,-0.039128,-0.031425,0.212809,0.078172,0.082423,0.052072,"2019-10-29",29.69,1.06920650233534,1.2475,NA,0.0206505545439497,"2019-08-29"
"118","IAA",0.224774,49.96,36,5978479620,NA,44.35,45.67,133453973.96,785143.2,980438.77,NA,"IAA, Inc.",133478000,NA,NA,NA,0.224774,0.224774,0.224774,0.224774,-0.013871,-0.057053,-0.078585,"2019-11-27",NA,-0.580910518821495,NA,NA,NA,NA
"119","IAG",-0.104683,4.16,2.28,1.521e+09,4948,3.33,3.6,464542884,5154576.6,6027203.27,-0.214,"IAMGOLD Corp.",4.68e+08,-0.313679,-0.141593,-0.226064,-0.104683,-0.119241,-0.063401,0.132404,-0.024024,-0.128686,-0.046921,"2019-11-05",-15.19,-0.485748695271145,NA,NA,NA,NA
"120","IBN",0.238661,12.65,8.07,NA,86763,11.07,11.64,3228737398.68,7094602.1,7106206.93,0.2975,"ICICI Bank Ltd.",NA,9.123413,0.421129,0.313499,0.238661,0.096558,0.033333,-0.036944,0.00614,-0.01882,0.047489,"2019-10-28",38.55,0.557160401218739,NA,NA,NA,NA
"121","IDA",0.088356,111.83,89.31,5487729330,1990,100.6,105.78,50124201.039,324854.7,333763.53,4.4435,"IDACORP, Inc.",50397000,3.361739,0.804317,0.19457,0.088356,0.20962,0.096797,0.051163,0.037542,0.058829,0.006284,"2019-10-31",24.51,0.264042707762327,2.48,NA,0.0227752778032877,"2019-08-02"
"122","IEX",0.100464,173.84,117.71,12960735360,7352,151.57,165.49,75496890.248,427870,1091929.9,5.641,"IDEX Corp.",75847000,11.020527,1.08111,0.485997,0.100464,0.366493,0.165064,0.07014,0.06229,0.057557,0.017567,"2019-10-14",30.29,1.03362762133967,1.86,NA,0.0108848314606742,"2019-07-15"
"123","IDT",1.077922,11.75,5.07,294324800,1075,7.75,9.7,15828789.96,87970.4,72157.23,0.4313,"IDT Corp.",24705000,-0.83288,-0.53117,-0.53236,1.077922,0.769352,0.744548,0.328588,0.305361,0.169102,0.243063,NA,25.97,0.463373912910918,0.09,NA,0.00803571428571429,"2018-06-18"
"124","INFO",0.230686,68.88,44.52,27218646000,14900,57,65.02,398380943.1,2108279.6,1805136.2,1.1259,"IHS Markit Ltd.",401100000,1.134082,1.134082,0.295294,0.230686,0.431042,0.253649,0.143965,0.073564,0.063136,0.008471,"2019-09-24",60.27,0.979043641858543,NA,NA,NA,NA
"125","ITW",0.102699,161.71,117.75,51682080060,48000,144.75,151.11,322279190.532,1275503,1245028.5,7.4921,"Illinois Tool Works, Inc.",323478000,4.298653,0.803646,0.113158,0.102699,0.262006,0.102622,0.071922,0.089911,0.053405,0.039425,"2019-10-23",21.33,1.10430784843399,4,"2019-09-27",0.0250359892345246,"2019-09-27"
"126","IMAX",-0.097813,26.1,17.55,1391600390,660,21.35,21.07,51531226.165,216878.4,242085.97,0.4278,"IMAX Corp.",61331000,3.918489,-0.020198,-0.186184,-0.097813,0.210133,-0.028682,0.136774,0.104136,0.055349,0.024842,"2019-10-24",53.04,0.753990381770435,NA,NA,NA,NA
"127","ICD",-0.560322,5.05,0.9876,126196360,900,2.46,1.24,64783824.794,169169.1,146610.47,-0.4177,"Independence Contract Drilling, Inc.",76949000,-0.745931,-0.745931,-0.371365,-0.560322,-0.48265,-0.445946,-0.040936,0.53271,0.355372,0.131034,"2019-10-28",-3.93,1.50000496519581,NA,NA,NA,NA
"128","IHC",0.127672,41.04,33.05,573529430,400,37.32,37.56,4968066.512,9318.5,10272.03,2.0398,"Independence Holding Co.",14893000,2.769172,1.897476,1.00218,0.127672,0.088468,-0.04984,0.075098,0.031886,0.02803,0.024747,NA,18.88,0.583892059402574,0.35,NA,0.00908854842897949,"2019-06-20"
"129","IRT",0.356725,14.15,8.75,1267709809,455,11.14,12.97,89529538.63,614647.3,576214.6,0.4073,"Independence Realty Trust, Inc.",90190000,0.261538,0.179204,0.177901,0.356725,0.526316,0.318182,0.167785,0.080745,0.09348,0.008696,"2019-11-04",34.18,0.460343568751378,0.72,"0000-00-00",0.0517241379310345,"2019-06-27"
"130","IFN",-0.164468,24.39,19.41,NA,NA,20.98,20.39,NA,87924,92052.83,NA,"The India Fund, Inc.",0,1.066406,-0.035991,-0.200906,-0.164468,0.002473,-0.055452,-0.061574,0.020131,-0.004909,0.020131,NA,NA,0.473107443930399,NA,NA,NA,NA
"131","IBA",-0.021019,57.79,37.66,NA,27597,48.35,52.97,NA,5133.1,5506.13,2.574,"Industrias Bachoco SAB de CV",NA,5.280488,0.14419,-0.03359,-0.021019,0.371534,0.261625,0.11025,0.104327,0.092882,0.009574,"2019-10-23",21.71,0.628188140695124,NA,"0000-00-00",NA,"0000-00-00"
"132","INFY",0.140504,12.08,8.85,NA,228123,10.65,11.27,4294876788.48,11254089.1,10101806.17,0.5097,"Infosys Ltd.",NA,4.446112,0.62963,0.384106,0.140504,0.224766,0.110377,0.110377,0.090825,0.062274,0.011168,"2019-10-11",23.09,0.74064015921626,NA,"0000-00-00",NA,"2019-06-14"
"133","ING",-0.156299,13.77,9.22,NA,54804,11.53,10.46,3894815041.65,3564626.5,3827956.5,1.3475,"ING Groep NV",NA,0.043697,-0.125352,-0.274533,-0.156299,0.018779,-0.122168,-0.015426,0.166667,0.053398,0.052376,"2019-10-31",8.05,0.923676874394753,0.616211,NA,0.0567936405529954,"2019-08-09"
"134","ISG",0.011723,26.44,24.75,NA,NA,25.72,26.13,NA,71255.8,39903.03,NA,"ING Groep NV",0,-0.26733,0.020174,-0.004247,0.011723,0.031885,0.007785,-0.006142,-0.007285,-0.013338,-0.009185,NA,NA,0.0438101269707734,NA,NA,NA,NA
"135","IR",0.202321,128.31,85.15,30032852640,49000,111.91,121.45,240750081.929,1129198.7,1146896.3,5.8383,"Ingersoll-Rand Plc",241577000,5.40415,1.101822,0.380761,0.202321,0.358689,0.173384,-0.002887,0.069052,0.028458,0.025066,"2019-10-23",21.29,0.941598985249748,2.12,NA,0.0170527670527671,"2019-09-05"
"136","NGVT",-0.115194,120.41,72.58,3809915160,1750,95.91,88.77,41645445.076,411309.7,359883.3,4.0866,"Ingevity Corp.",41858000,3.412766,3.412766,0.783933,-0.115194,0.083313,-0.125816,0.008979,0.168421,-0.02746,0.108648,"2019-10-30",22.27,1.73519213575041,NA,NA,NA,NA
"137","INGR",-0.196154,107.52,73,5578544400,11000,87.88,78.7,66047163.078,499132.4,511343.2,5.7728,"Ingredion, Inc.",66729000,4.847458,0.174588,-0.28011,-0.196154,-0.096704,-0.104733,0.02451,0.118395,0.064561,0.04006,"2019-10-31",14.48,0.575028365077402,2.5,NA,0.0299043062200957,"2019-06-28"
"138","IIPR",1.187545,139.53,39.45,1032394320,6,83.69,106.72,10794585.24,682444.9,465899.8,1.1049,"Innovative Industrial Properties, Inc.",11304000,3.389556,3.389556,3.887209,1.187545,0.989327,0.174813,-0.158094,-0.115876,-0.110797,0.061483,"2019-11-11",82.66,1.02736713741341,1.75,NA,0.0191612832585131,"2019-06-27"
"139","IPHI",0.753149,66.56,29.56,2844858240,580,46.91,61.25,44276467.144,993560.1,932487.23,-1.9728,"Inphi Corp.",45416000,2.258824,2.431521,0.375828,0.753149,0.969192,0.434066,0.368881,-0.007447,-0.014939,0.048017,"2019-11-04",-31.75,1.34124655186451,NA,NA,NA,NA
"140","INSI",0.083693,20.3,17.39,NA,NA,18.92,19.88,NA,34660.4,27712.67,NA,"Insight Select Income Fund",0,-0.03998,-0.002052,-0.00917,0.083693,0.145548,0.087216,0.030552,0.014149,0.0035,0.005511,NA,NA,0.0522553213278502,NA,NA,NA,NA
"141","NSP",-0.141004,144.92,86.63,4227742900,3200,112.94,109.58,38463152.354,455036.9,469194.53,4.0046,"Insperity, Inc.",41186000,34.854815,6.875692,1.949665,-0.141004,0.116003,-0.175899,-0.159158,0.136892,0.00039,0.030105,"2019-11-04",25.63,1.25392711697177,1,NA,0.00974184120798831,"2019-09-06"
"142","INSP",0.22257,71.71,35.43,1494614100,165,55.82,66.42,19019544.24,293835.3,286763.53,-1.1133,"Inspire Medical Systems, Inc.",23910000,1.164131,1.164131,1.164131,0.22257,0.516865,0.106372,0.128951,-0.028895,-0.048844,-0.054455,"2019-11-05",-56.15,1.36779988276101,NA,NA,NA,NA
"143","IBP",0.207469,59.99,29.24,1746989400,7700,48.37,55.43,21288326.553,197116.4,196021.37,1.9751,"Installed Building Products, Inc.",30017000,3.276563,3.181818,0.13923,0.207469,0.688915,0.346599,0.075786,0.0404,0.100397,0.056453,"2019-11-04",29.47,1.22400594585838,NA,NA,NA,NA
"144","INST",-0.0291,50.19,29.48,1460272670,1219,41.62,41.1,31652865.944,351586.1,352394.37,-1.5612,"Instructure, Inc.",37091000,1.373333,1.373333,0.678585,-0.0291,0.038238,-0.098466,0.002036,-0.018449,-0.019915,0.024993,"2019-10-30",-25.22,1.11835542467709,NA,NA,NA,NA
"145","ITGR",-0.062508,92.61,67.72,2526473940,8250,78.94,79.18,32203614.054,273437.3,196054.93,5.8562,"Integer Holdings Corp.",32646000,2.049161,0.667177,1.149014,-0.062508,0.041728,-0.096228,-0.009725,0.002072,-0.081642,0.036844,"2019-10-25",13.22,1.24605058906985,NA,NA,NA,NA
"146","I",-0.012027,37.7,14.81,3233800000,1187,20.65,20.62,82587596.4,1929432.2,1411968.2,-8.1803,"Intelsat SA",140600000,0.057662,0.039837,5.855219,-0.012027,0.010989,0.32336,0.208618,0.194805,0.033243,0.095238,"2019-10-31",-2.81,1.71258580496765,NA,NA,NA,NA
"147","ICE",0.164935,95.55,69.69,50902494450,5161,81.55,91.16,552494094.39,2114625.8,1939671.3,3.56,"Intercontinental Exchange, Inc.",560415000,9.312102,1.006196,0.369944,0.164935,0.205761,0.22926,0.069469,0.017475,0.004534,-0.014645,"2019-10-31",25.51,0.606012921180866,1.03,"2019-09-13",0.0113398656831443,"2019-09-13"
"148","IHG",-0.039429,71.02,53.51,NA,12812,62.66,65.87,181302408.077686,500303.2,252161.07,2.3225,"InterContinental Hotels Group Plc",NA,3.198742,0.214579,0.15381,-0.039569,0.11052,0.028417,-0.067054,-0.013705,-0.06761,0.003687,"2019-10-18",26.96,0.742449087814319,1.15,NA,0.0183676728957036,NA
"149","IFS",0.07724,47.46,37.71,4830344320,NA,39.53,40.36,33915274.408,56905.4,72163.93,3.5116,"Intercorp Financial Services, Inc.",115448000,NA,NA,NA,0.07724,-0.092605,-0.092605,-0.092605,0.073371,0.046785,0.047047,"2019-11-11",11.91,0.12220319102219,NA,NA,NA,NA
"150","IBM",-0.031416,154.36,105.94,127273661250,381100,134.83,140.76,885093658.25,3342949.1,4012828.87,9.7217,"International Business Machines Corp.",885875000,0.783056,-0.258426,-0.082664,-0.031416,0.247027,0.035161,0.063041,0.094629,-0.024312,0.007504,"2019-10-16",14.78,1.01126057827915,6.33,NA,0.0440593025683859,"2019-08-08"
"151","IFF",-0.067399,152.95,104.86,13592457500,13000,133.86,127.88,106504218.6,1348443.2,1587270.17,3.4514,"International Flavors & Fragrances, Inc.",106775000,3.412688,0.3772,0.002475,-0.067399,-0.054094,0.018726,-0.144432,0.126549,-0.114866,0.061453,"2019-11-11",36.88,0.677920553286952,NA,"2019-09-20",NA,"2019-09-20"
"152","IFFT",-0.006585,59.69,48.62,5691107500,NA,54.17,52.88,NA,43195.4,162881.17,NA,"International Flavors & Fragrances, Inc.",0,5279,-0.00658513640639702,-0.00658513640639702,-0.00658513640639702,0.0334703464474456,-0.00658513640639702,-0.0735216704685033,0.00686498855835239,0.0381439244986236,-0.000757002271006931,NA,NA,0.0245977965373799,NA,NA,NA,NA
"153","IGT",-0.267822,20.44,11.32,3023593650,12100,14.26,13.05,98274153.285,2695534.7,2498693.83,-0.1685,"International Game Technology Plc",204435000,-0.685301,-0.52635,-0.330712,-0.267822,-0.014657,0.114544,0.117914,0.256585,0.046709,0.082723,"2019-11-13",-87.77,1.47006139339214,0.8,NA,0.0540906017579446,"2019-08-14"
"154","IP",-0.196469,54.95,36.45,16805524080,53000,43.9,41.1,391416683.532,4291510.5,3677233.57,3.97,"International Paper Co.",392836000,0.363397,-0.000644,-0.120514,-0.196469,0.042906,-0.089012,-0.004885,0.106856,0.015187,0.065239,"2019-10-31",10.78,1.12801856361692,1.975,NA,0.046166432912576,"2019-08-14"
"155","INSW",0.043932,22.36,15.15,556498740,1642,17.92,17.38,29018877.09,147074.6,151971.53,-1.5924,"International Seaways, Inc.",29274000,0.854545,0.854545,-0.072259,0.043932,0.074011,0.034839,0.100116,0.188125,0.188868,0.037664,"2019-11-07",-11.94,0.906008212439121,NA,NA,NA,NA
"156","IPG",-0.066931,25.1,19.56,8205255370,54000,22.09,21.59,384558131.314,3430103.5,3143037.33,1.6897,"Interpublic Group of Cos., Inc.",387223000,1.504301,0.331618,-0.034811,-0.066931,0.046937,-0.054862,-0.039873,0.065895,-0.026642,0.005695,"2019-10-23",12.54,0.787057144376176,0.89,NA,0.0420009438414346,"2019-08-30"
"157","INXN",0.147642,82.48,50.05,5844448080,NA,68.55,77.46,75385578.456,401400.4,414016.3,0.569,"InterXion Holding NV",76488000,4.181159,1.748943,0.629815,0.147642,0.459041,0.180807,0.0403,-0.004949,0.003414,-0.018875,"2019-10-30",134.29,0.914009961325684,NA,NA,NA,NA
"158","IPI",0.11747,4.41,2.51,489597570,429,3.38,3.33,94666791.384,439239.7,504516.93,0.1769,"Intrepid Potash, Inc.",131967000,-0.92877,-0.78707,0.639269,0.11747,0.369004,-0.03886,0.152174,0.141538,-0.031332,0.107463,"2019-10-28",20.97,1.17814902790662,NA,NA,NA,NA
"159","IVC",-0.525153,16.5,3.05,260636760,4200,6.16,5.24,32686880.364,729525.5,493075.43,-1.1932,"Invacare Corp.",33674000,-0.753177,-0.52622,-0.471429,-0.525153,0.787529,-0.212614,0.414991,0.460377,0.586066,0.198142,"2019-11-06",-6.49,1.21922626718155,0.05,"2019-10-10",0.00645994832041344,"2019-10-10"
"160","VBF",0.119021,20.16,16.68,NA,NA,18.32,19.41,NA,28452.5,33098.83,NA,"Invesco Bond Fund",0,-0.022703,-0.008039,-0.028346,0.119021,0.159292,0.116477,0.051364,0.028796,0.005115,-0.009577,NA,NA,0.0275826143606292,NA,NA,NA,NA
"161","VCV",0.040799,13.55,10.96,598312500,NA,12.35,13.13,46525497.975,137081.2,101310.13,0.4172,"Invesco California Value Municipal Income Trust",47865000,-0.234161,0.007353,-0.018312,0.040799,0.085069,0.025431,-0.007937,-0.052248,-0.048706,-0.06367,NA,29.96,-0.0131003545351801,0.612,NA,0.04896,NA
"162","VTA",-0.036681,11.55,9.73,NA,NA,10.94,11.02,NA,193511.2,237913.83,NA,"Invesco Dynamic Credit Opportunities Fund",0,-0.436,-0.135632,-0.072368,-0.036681,0.06262,-0.003613,0.005469,0.01659,-0.009874,0.00364,NA,NA,0.217035735913005,NA,NA,NA,NA
"163","IHIT",0.060729,10.79,9.85,NA,NA,10.28,10.48,NA,41390.7,33738.3,NA,"Invesco High Income 2023 Target Term Fund",0,0.048,0.048,0.044865,0.060729,0.051153,0.019237,0.016489,-0.002854,-0.002854,-0.009452,NA,NA,-0.0188469862111288,NA,NA,NA,NA
