"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","DateMadePublic","OrigCompany","City","State","BreachType","OrgType","TotalRecords","BreachYear","Latitude","Longitude","MatchedCompanyName","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"1592","ICPT","Intercept Pharmaceuticals, Inc.",2354,"$2.1B","2012","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490665.125,2371820.295,104666552.705,90284451.1,50479235.46,41940304,44916582
"1593","IDCC","InterDigital, Inc.",2063,"$1.53B","n/a","Miscellaneous","Multi-Sector Companies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6794535.8325,21320027.559,18293926.508,14879703.412,15766946.398,11122548.4765,43823104.372,19663322.93,13355190.29,13631585.744,16703578.9,15208925.3025,22172644.7,19759180
"1594","TILE","Interface, Inc.",493,"$645.68M","n/a","Consumer Durables","Home Furnishings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454134.9568,3749119.828,8183800.884,6230910.016,1655507.2355,3441181.951,4809056.438,3645356.4605,5007285.782,5478444.9645,9641075.4105,7452683.679,7976309.772,9041020
"1595","IMI","Intermolecular, Inc.",271,"$59.21M","2011","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678451.35,498568.77,563869.04,230902.215,66726,53562.4995,26788.49,33558
"1596","INAP","Internap Corporation",1016,"$58.85M","1999","Technology","Computer Software: Programming, Data Processing","July 16, 2007","Intergraph Corporation","Huntsville","Alabama","Hacking","Online Retailer",0,2007,34.730369,-86.586104,"Internap Corporation",519702,5483325,9387878.5,2078631.88,623823.185,1502739.455,1816349.64,1264626.04,1298449.33,950949.355,1796485.7,643762.11,2372066.4,2927540
"1597","IBOC","International Bancshares Corporation",1765,"$2.34B","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086821.424,1682219.02,3522171.026,6457885.14,7469033.728,4334229.878,3522285.536,3251426.992,2940134.445,4359396.193,4182066.279,3008520.964,6232714.974,6274060
"1598","IMXI","International Money Express, Inc.",622,"$495.3M","2017","Miscellaneous","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1599","ISCA","International Speedway Corporation",2007,"$1.96B","1996","Consumer Services","Services-Misc. Amusement & Recreation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6284325.905,5390786.052,7389394.708,8932336.204,4957085.3455,3515066.8005,3705967.829,3511489.709,3179330.9045,3637678.0105,3861818.0985,3561237.089,4380984.904,5200660
"1600","IGLD","Internet Gold Golden Lines Ltd.",1289,"$6.89M","1999","Public Utilities","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95912.9,102093.75,1281156.25,265230.9,82527.2,325396.17,53136,16280.8,44384.755,34518.97,27388.84,28133.46,NA,NA
"1601","IDXG","Interpace Diagnostics Group, Inc.",189,"$27.7M","n/a","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986200.4,661035,283854.8,103021.5,72497.4,187267.65,108006,101274.25,70740.25,36309.15,33495,15324.9255,1266245.94,470444
"1602","XENT","Intersect ENT, Inc.",810,"$515.52M","2014","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956201.78,5889990,3075094.71,6020349.5,8375220
"1603","IPLDP","Interstate Power and Light Company",1350,"$205.04M","n/a","Public Utilities","Power Generation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604","IVAC","Intevac, Inc.",1917,"$112.01M","1995","Technology","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425948.3,7043258.78,8520779.26,2459532.6,663753.23,1414369.5,681134.48,415035.52,280349.21,465042.08,251721.09,91685.25,1235184.3,764100
"1605","INTL","INTL FCStone Inc.",1846,"$751.41M","n/a","Finance","Investment Bankers/Brokers/Service",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32048.9,617441.28,951307.82,472092.04,268689.47,822762.195,1071274.58,913228.72,726845.03,868474.6,3537676.54,2056829.84,2524635.71,4566900
"1606","ITCI","Intra-Cellular Therapies Inc.",2529,"$472.28M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14500,720174.8,9095400,12290597.1875,5876901.55,8081137
"1607","XON","Intrexon Corporation",2125,"$946.49M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7777581.84,12893972.7,58596064,41545696.06,18876850.2,22593264
"1608","IIN","IntriCon Corporation",860,"$152.39M","n/a","Capital Goods","Electrical Products",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24720,27550,73920,57079.26,6739.92,11079.6,17309.65,16857.24,10753.68,52873.845,39999.1323,37495.81,129908.25,1383050
"1609","INTU","Intuit Inc.",1507,"$74.76B","1993","Technology","Computer Software: Prepackaged Software","April 2, 2015","Intuit","San Diego","California","Unknown","Financial",0,2015,32.959567,-117.158079,"Intuit Inc.",71429180.835,79893705.012,98961168.914,110219310.698,94718729.106,125270607.397,127608319.274,102984882.7035,126361593.39,118452417.1095,142986654.728,117096357.67,174837524.18,236663362
"1610","INTU","Intuit Inc.",1507,"$74.76B","1993","Technology","Computer Software: Prepackaged Software","May 11, 2017","Intuit","San Diego","California","Hacking","Financial",0,2017,32.715738,-117.161084,"Intuit Inc.",71429180.835,79893705.012,98961168.914,110219310.698,94718729.106,125270607.397,127608319.274,102984882.7035,126361593.39,118452417.1095,142986654.728,117096357.67,174837524.18,236663362
"1611","INTU","Intuit Inc.",1507,"$74.76B","1993","Technology","Computer Software: Prepackaged Software","June 9, 2014","Intuit, Inc.",NA,"Maryland","Hacking","Healthcare",1,2014,40.760537,-73.97889,"Intuit Inc.",71429180.835,79893705.012,98961168.914,110219310.698,94718729.106,125270607.397,127608319.274,102984882.7035,126361593.39,118452417.1095,142986654.728,117096357.67,174837524.18,236663362
"1612","INTU","Intuit Inc.",1507,"$74.76B","1993","Technology","Computer Software: Prepackaged Software","February 9, 2018","Intuit Inc.","Mountain View","California","Hacking","Financial",31,2018,37.386052,-122.083851,"Intuit Inc.",71429180.835,79893705.012,98961168.914,110219310.698,94718729.106,125270607.397,127608319.274,102984882.7035,126361593.39,118452417.1095,142986654.728,117096357.67,174837524.18,236663362
"1613","ISRG","Intuitive Surgical, Inc.",2168,"$58.93B","2000","Health Care","Industrial Specialties",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37825104.9,97779086.433,129196162.359,213190678.41,143640103.9995,153263544.6,122012415.36,144460377.585,158719304.85,155131507.2,134884264.5,147386261.61,261442293.06,325572345
"1614","PLW","Invesco 1-30 Laddered Treasury ETF",1780,"$177.67M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191333.6525,567473.786,614267.095,592454.7925,535083.605,445663.053,266409.6715,296380.8765,744801.27,674665.888,501774.9865,651035
"1615","ADRA","Invesco BLDRS Asia 50 ADR Index Fund",1619,"$16.55M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1616","ADRD","Invesco BLDRS Developed Markets 100 ADR Index Fund",1108,"$30.79M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617","ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund",1826,"$125.93M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618","ADRU","Invesco BLDRS Europe Select ADR Index Fund",1091,"$10.06M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619","PKW","Invesco BuyBack Achievers ETF",2321,"$1.11B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988122.564,681207.3,261903.728,82426.149,83790.576,210661.9555,1045904.81,14445560.4825,15809801.07,11296308.813,6393718.737,2845473.72,3787468
"1620","PFM","Invesco Dividend Achievers ETF",1516,"$303.26M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621","PYZ","Invesco DWA Basic Materials Momentum ETF",2213,"$53.18M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39523.891,271040.2195,372393.138,165284.0085,224958.456,551641.275,240752.559,294286.5365,387889.237,175973.622,673578.307,262752.392,302826
"1622","PEZ","Invesco DWA Consumer Cyclicals Momentum ETF",2197,"$32.52M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623","PSL","Invesco DWA Consumer Staples Momentum ETF",2481,"$165.94M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38991.975,130253.024,191035.746,157561.58,130456.3345,83415.0345,54401.278,76231.3465,90621.012,1808664.869,1379461.9455,186587.127,NA
"1624","PIZ","Invesco DWA Developed Markets Momentum ETF",1415,"$171.31M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326315.529,598564.914,92558.546,490411.887,960086.208,440055.532,3256362.746,3970044.752,2247984.0015,1105280.777,849187.638,798721
"1625","PIE","Invesco DWA Emerging Markets Momentum ETF",871,"$165.53M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","PXI","Invesco DWA Energy Momentum ETF",1293,"$32.15M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75470.662,287427.018,351805.944,170946.7485,244538.41,1466537.856,832230.069,798061.4115,1552789.008,863780.086,484788.966,578831.292,355132
"1627","PFI","Invesco DWA Financial Momentum ETF",1825,"$66.58M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33242.703,77197.275,196434.15,86257.659,60060.13,67878.432,40687.86,90594.035,146320.409,144652.32,57135.547,191179.9365,137000
"1628","PTH","Invesco DWA Healthcare Momentum ETF",2587,"$137.68M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68156.9885,306279.666,534139.074,233554.9475,223751.143,188460.351,88726.3265,257710.68,750991.5,1960530.14,438022.285,508029.12,1060272
"1629","PRN","Invesco DWA Industrials Momentum ETF",2380,"$108.85M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630","PDP","Invesco DWA Momentum ETF",2337,"$1.54B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1826715.3245,3155810.334,759700.366,1430533.38,4299099.698,3896721.1725,5430305.0185,7322671,9199299.2005,6864829.937,3351069.036,4543182
"1631","DWAQ","Invesco DWA NASDAQ Momentum ETF",559,"$47.13M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190173.413,1018295.625,563091,311472.978,94269.1115,67554.423,54478.378,32166.066,26786.596,73006.9805,157186.068,75872.408,77160.3,NA
"1632","DWAS","Invesco DWA SmallCap Momentum ETF",2186,"$264.03M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150954.3215,3888789.465,3807834.678,2644112.277,894959.8475,807590,1057321
"1633","DWIN","Invesco DWA Tactical Multi-Asset Income ETF",1362,"$40M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808244.466,448838.495,394594.2
"1634","DWTR","Invesco DWA Tactical Sector Rotation ETF",1692,"$68.5M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154542.849,779184.19,380995.404,204723
"1635","PTF","Invesco DWA Technology Momentum ETF",2497,"$287.15M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136136.917,244431.144,191012.592,172043.3195,143301.1395,109372.7565,49986.337,74640.285,325184.332,1212504.8645,623255.433,357000,244440
"1636","PUI","Invesco DWA Utilities Momentum ETF",1736,"$243.62M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65690.4085,412750.47,331176.868,243262.254,184159.593,195484.956,139454.808,89939.982,82498.274,89968.8475,67176.049,1118257.098,240841.23,178926
"1637","IDLB","Invesco FTSE International Low Beta Equal Weight ETF",1441,"$62.26M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030845.56,108258.15,218006.68,NA
"1638","PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF",607,"$1.92B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639","PIO","Invesco Global Water ETF",1462,"$188.51M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640","PGJ","Invesco Golden Dragon China ETF",1796,"$183.3M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641","PEY","Invesco High Yield Equity Dividend Achievers ETF",870,"$831.13M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1642","IPKW","Invesco International BuyBack Achievers ETF",1620,"$150.53M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","PID","Invesco International Dividend Achievers ETF",762,"$724.47M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806794.66,1530046.328,3771911.255,2046323.504,1108396.457,1598207.9,2096591.901,2312770.488,3157598.2385,4501949.1895,6309473.7845,3113118.587,2671903.606,2824326
"1644","KBWB","Invesco KBW Bank ETF",2052,"$524.84M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508832.385,1310752.244,2153431.2875,847109.5935,2381487.291,3439169.223,8729959.792,18099795
"1645","KBWD","Invesco KBW High Dividend Yield Financial ETF",975,"$275.03M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165931.965,258605.8,1398962.0555,1509692.549,1134254.907,1308966.763,849214.3685,1315936.944,1404431
"1646","KBWY","Invesco KBW Premium Yield Equity REIT ETF",1519,"$317.58M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52625.94,43949.5,114598.577,696438.813,468423.375,548677.071,999425.4725,2248490.928,2973568
"1647","KBWP","Invesco KBW Property & Casualty Insurance ETF",2456,"$109.5M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","KBWR","Invesco KBW Regional Banking ETF",2039,"$69.01M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649","LDRI","Invesco LadderRite 0-5 Year Corporate Bond ETF",1321,"$10.12M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1650","PNQI","Invesco Nasdaq Internet ETF",671,"$544.4M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651","PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET",756,"$1.45B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652","QQQ","Invesco QQQ Trust, Series 1",941,"$72.68B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","ISDX","Invesco RAFI Strategic Developed ex-US ETF",1259,"$234.81M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654","ISDS","Invesco RAFI Strategic Developed ex-US Small Company ETF",1153,"$14.01M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655","ISEM","Invesco RAFI Strategic Emerging Markets ETF",1267,"$25.24M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","IUS","Invesco RAFI Strategic US ETF",1299,"$115.79M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657","IUSS","Invesco RAFI Strategic US Small Company ETF",1191,"$24.73M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658","USLB","Invesco Russell 1000 Low Beta Equal Weight ETF",1703,"$112.39M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405328.833,129139.007,147952.5,NA
"1659","PSCD","Invesco S&P SmallCap Consumer Discretionary ETF",2240,"$22.97M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","PSCC","Invesco S&P SmallCap Consumer Staples ETF",2461,"$46.62M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","PSCE","Invesco S&P SmallCap Energy ETF",2314,"$19.52M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","PSCF","Invesco S&P SmallCap Financials ETF",2172,"$123.36M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","PSCH","Invesco S&P SmallCap Health Care ETF",555,"$465.02M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","PSCI","Invesco S&P SmallCap Industrials ETF",2357,"$54.62M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","PSCT","Invesco S&P SmallCap Information Technology ETF",2571,"$303.06M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","PSCM","Invesco S&P SmallCap Materials ETF",1946,"$14.32M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF",2182,"$50.45M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","VRIG","Invesco Variable Rate Investment Grade ETF",1298,"$393.1M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139069.898,585143.6625,NA
"1669","PHO","Invesco Water Resources ETF",1777,"$1B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7271766.4745,8649641.728,9887138.662,10995107.752,4669100.798,4080257.8245,3673703.092,2283993.156,2217982.905,2028950.235,1600116.895,1042215.642,838609.415,1070796
"1670","ISTR","Investar Holding Corporation",1226,"$230.81M","2014","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72098.157,45715.1565,52837.11,245630.957,237350
"1671","ISBC","Investors Bancorp, Inc.",495,"$3.07B","n/a","Finance","Major Banks","May 29, 2012","Investacorp, Inc.","Miami","Florida","Unintended Disclosure","Financial",0,2012,25.788969,-80.226439,"Investors Bancorp, Inc.",3940786.6344,2519721.0528,4100601.1558,4145603.1015,2409552.4455,2214566.93265,2524361.168,2386947.9554,2795981.7481,23696908.978,29499448.12,30028398.1985,28118038.417,30613920
"1672","ITIC","Investors Title Company",736,"$278.01M","n/a","Finance","Specialty Insurers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35779.8285,26650.377,32707.428,49643.264,28043.62,35180.616,55358.16,120694.696,237529.292,266144.97,101508.8075,155444.964,427071.99,NA
"1673","NVIV","InVivo Therapeutics Holdings Corp.",154,"$5.68M","n/a","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17648.4,12059.88,226564.7,538864.2,227303.76,2600263.5,1160652.465,449062.65,114097
"1674","IONS","Ionis Pharmaceuticals, Inc.",2347,"$8.88B","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1402857.65,3917319.13,16077301.2,18027608.88,11087131.49,9414978.265,4701294.9,7831120,30458020.92,76119791.46,108331670.5,57172124.25,56360510.58,50367408
"1675","IOVA","Iovance Biotherapeutics, Inc.",1133,"$2.6B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675,20512,3454.5,4864.25,203818.725,2886875,1620118.85,1848073.9,14553880
"1676","IPGP","IPG Photonics Corporation",611,"$6.58B","2006","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6813276.1,2630842.451,3533595.324,1805531.1998,2454331.424,22534278.2,23978562.0395,25377900.82,21668192.09,32292656.8,18247747.25,46364238.3,111334041
"1677","CLRG","IQ Chaikin U.S. Large Cap ETF",1279,"$256.23M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","CSML","IQ Chaikin U.S. Small Cap ETF",1256,"$233.12M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978746.6075,1480404
"1679","IQ","iQIYI, Inc.",902,"$13.3B","2018","Consumer Services","Consumer Electronics/Video Chains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","IRMD","iRadimed Corporation",946,"$218.07M","2014","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106773.68,448754,876884.2,243476.4,130000
"1681","IRTC","iRhythm Technologies, Inc.",2483,"$1.89B","2016","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714423.1,8140759.38,12087008
"1682","IRIX","IRIDEX Corporation",1045,"$34.39M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140064.2,287290.3,143607.14,16428,9429.4,20593,24761.55,30075.9,72912.1,158029.82,138856.56,272571.08,300847.47,119515
"1683","IRDM","Iridium Communications Inc",1273,"$3.16B","n/a","Capital Goods","Telecommunications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426854,1162860.16,3068243.03,3312794.34,2659454.685,3972275.21,5862534.44,6013523.62,4797851.6,8156950,7378425
"1684","IRBT","iRobot Corporation",2331,"$1.74B","2005","Consumer Durables","Consumer Electronics/Appliances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10292172,3772783.56,3886740.66,2169782.7,1029340.315,2115344.625,7453330.64,6351195.9,12168705.545,21667121.92,9281630.625,9736046.615,52336959.42,55400868
"1685","IRWD","Ironwood Pharmaceuticals, Inc.",2623,"$1.46B","2010","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420774.53,2644896.24,4573924.38,11239029.52,14544868.305,14495469,12882627.6,17194260,18476199
"1686","IRCP","IRSA Propiedades Comerciales S.A.",389,"$322.91M","n/a","Consumer Services","Building operators",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6609.90525,7022.1792,15798.9996,4711.374,2622.072,10537.79865,32810.983,29012.436,26659.22,20909.916,26582.25,37441.825,NA,NA
"1687","SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF",2158,"$1.93B","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
