"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","DateMadePublic","OrigCompany","City","State","BreachType","OrgType","TotalRecords","BreachYear","Latitude","Longitude","MatchedCompanyName","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"499","CAMP","CalAmp Corp.",2638,"$322.85M","1983","Technology","Radio And Television Broadcasting And Communications Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197669.204651163,234223.035856574,207989.131474104,40672.7865612648,101115.619047619,90349.4880952381,120569.764940239,229146.652,412162.98015873,833811.345238095,510950.476190476,423423.535714286,305456.498007968,310763.910447761
"500","CVGW","Calavo Growers, Inc.",2600,"$1.56B","n/a","Consumer Non-Durables","Farming/Seeds/Milling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8743.7358490566,10037.164,46686.9800796813,52884.6679841897,88899.4325396825,65519.6944444444,65130,72402.264,49156.0357142857,77556.3650793651,140921.833333333,164153.531746032,164283.984,187002.985074627
"501","CALA","Calithera Biosciences, Inc.",1612,"$213.49M","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289752.666666667,396545.154761905,196027.535714286,741750.749003984,563242.134328358
"502","CALM","Cal-Maine Foods, Inc.",1937,"$1.97B","1996","Consumer Non-Durables","Farming/Seeds/Milling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388339.851162791,188700.848605578,888353.28685259,1925821.45849802,629861.238095238,349898.908730159,297315.494023904,244750.372,157533.952380952,351832.484126984,824798.083333333,568381.98015873,349360.071713147,374765.402985075
"503","CLMT","Calumet Specialty Products Partners, L.P.",1614,"$308.67M","2006","Energy","Integrated oil Companies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106483.411016949,80110,237047.806324111,213029.25,236694.726190476,481571.187250996,492914.996,712572.456349206,439712.353174603,415655.412698413,667482.23015873,384901.482071713,326466.149253731
"504","CLXT","Calyxt, Inc.",2273,"$203.44M","2017","Basic Industries","Agricultural Chemicals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95444.6842105263,60990.0447761194
"505","CMBM","Cambium Networks Corporation",2552,"$230.43M","2019","Technology","Radio And Television Broadcasting And Communications Equipment","February 26, 2014","Pair Networks Inc.",NA,"Pennsylvania","Unintended Disclosure","Healthcare",8845,2014,40.760537,-73.97889,"Cambium Networks Corporation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","CATC","Cambridge Bancorp",2472,"$358.69M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7628.68656716418
"507","CAC","Camden National Corporation",1957,"$638.87M","n/a","Finance","Major Banks","April 8, 2005","Eastern National","Ft. Washington","Pennsylvania","Hacking","NGOs",15000,2005,40.13845,-75.191799,"Camden National Corporation",14337.8790697674,25834.1912350598,24600.9243027888,27644.6403162055,37423.9642857143,23878.7142857143,25706.1035856574,21379.88,29546.4523809524,24653.2301587302,31102.1428571429,48746.0912698413,40041.536,29127.5074626866
"508","CAC","Camden National Corporation",1957,"$638.87M","n/a","Finance","Major Banks","September 20, 2010","CareCore National",NA,"South Carolina","Unknown","Healthcare",1270,2010,40.760537,-73.97889,"Camden National Corporation",14337.8790697674,25834.1912350598,24600.9243027888,27644.6403162055,37423.9642857143,23878.7142857143,25706.1035856574,21379.88,29546.4523809524,24653.2301587302,31102.1428571429,48746.0912698413,40041.536,29127.5074626866
"509","CAMT","Camtek Ltd.",2608,"$348.25M","2000","Capital Goods","Electronic Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33775.4716981132,87977.4183266932,36998.7848605578,28257.8785425101,24306.9324894515,41804.3625498008,50777.4262948207,21371.6184738956,507345.28685259,577761.277777778,76164.0119047619,52459.8531746032,291478.947791165,120167.686567164
"510","CSIQ","Canadian Solar Inc.",1232,"$1.39B","2006","Technology","Semiconductors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572259.777777778,730916.466135458,2542449.91304348,1527008.53174603,1832915.55952381,1107126.51394422,602535.56,2566975.62301587,3899629.37698413,2523219.63492063,2029572.88492064,1233108.76494024,724432.925373134
"511","CGIX","Cancer Genetics, Inc.",28,"$6.28M","n/a","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109519.290322581,89233.4206349206,99924.5912698413,108197.944444444,258875.087649402,154704.358208955
"512","CPHC","Canterbury Park Holding Corporation",577,"$56.17M","n/a","Consumer Services","Services-Misc. Amusement & Recreation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4878.02884615385,5265.74485596708,3720.78111587983,5936.76548672566,3194.23783783784,2910.48571428571,5011.63179916318,4132.60792951542,2197.32075471698,4530.20454545455,4349.29017857143,2434.01025641026,4306.95918367347,NA
"513","CBNK","Capital Bancorp, Inc.",572,"$166.06M","2018","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","CCBG","Capital City Bank Group",1283,"$408.26M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20178.7209302326,21561.7091633466,40037.3027888446,42860.3201581028,47665.1904761905,29763.3095238095,30125.5976095618,26953.176,21413.1111111111,27147.1111111111,21625,18700.7857142857,23553,22378.2835820896
"515","CPLP","Capital Product Partners L.P.",417,"$191.42M","2007","Transportation","Marine Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343877.713541667,171030.62055336,273012.242063492,481925.928571429,419172.633466135,394746.52,465597.123015873,642668.543650794,660554.654761905,1094435.29365079,543008.888,429129.194029851
"516","CSWC","Capital Southwest Corporation",1146,"$377.3M","n/a","Consumer Non-Durables","Textiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47868.5700934579,176001.912,162103.183266932,161516.541501976,164317.634920635,83836.8844621514,110389.444444444,77224.0080321285,81102.8690476191,194414.591269841,179128.257936508,30313.0357142857,24368.0120481928,19904
"517","CPTA","Capitala Finance Corp.",2426,"$123.56M","2013","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155166.029411765,60999.9603174603,116898.547619048,97367.3015873016,124376.113821138,102853.417910448
"518","CFFN","Capitol Federal Financial, Inc.",641,"$1.91B","n/a","Finance","Savings Institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146937.041860465,208666.697211155,296575.896414343,501571.66798419,547851.797619048,1082394.48015873,2086385.20634921,1140019.216,1149171.53968254,845785.904761905,677546.257936508,523891.674603175,501431.124497992,417159.805970149
"519","CAPR","Capricor Therapeutics, Inc.",1034,"$8.89M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,6.47826086956522,417.365,1492.42,1195.85887096774,1335.31666666667,2063.45495495496,9152.81224489796,37713.3055555556,31798.619047619,992080.007968127,468651.179104478
"520","CSTR","CapStar Financial Holdings, Inc.",757,"$271.5M","2016","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62033.4714285714,35550.1752988048,NA
"521","CPST","Capstone Turbine Corporation",162,"$48.25M","2000","Energy","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203362.106976744,115398.322709163,169274.972111554,190237.968379447,148263.638888889,110194.448412698,177184.645418327,125830.92,131449.920634921,245629.714285714,144399.444444444,401799.067460317,412616.924302789,1062822.01492537
"522","CARA","Cara Therapeutics, Inc.",1235,"$1.09B","2014","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148782.413793103,295967.742063492,855506.678571429,1727536.34262948,1023717.91044776
"523","CBLK","Carbon Black, Inc.",1387,"$1.94B","2018","Technology","Computer Software: Prepackaged Software",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","CARB","Carbonite, Inc.",570,"$418.01M","2011","Technology","EDP Services","January 23, 2018","Carite Inc.","Madison Heights","Michigan","Hacking","Business Other",346,2018,42.485869,-83.105203,"Carbonite, Inc.",NA,NA,NA,NA,NA,NA,90770.7525773196,136266.052,115411.904761905,125814.035714286,132916.515873016,225804.130952381,367002.577689243,375391.805970149
"525","CSII","Cardiovascular Systems, Inc.",2056,"$1.71B","1981","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13633.9615384615,5958.1593625498,4607.38339920949,45207.2857142857,59596.6904761905,130732.243027888,66030.748,191039.718253968,240657.682539683,382676.523809524,337105.757936508,265934.348,307076.089552239
"526","CDLX","Cardlytics, Inc.",1816,"$858.18M","2018","Technology","Computer Software: Programming, Data Processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","CATM","Cardtronics plc",1528,"$1.34B","2007","Miscellaneous","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905052.666666667,115209.359683794,123786.932539683,350672.575396825,346498.545816733,295269.068,269796.535714286,419960.083333333,336159.908730159,342902.349206349,533101.725099602,784845.044776119
"528","CDNA","CareDx, Inc.",1211,"$967.2M","2014","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36767.6034482759,33308.2817460317,21359.625498008,342733.466135458,317959.850746269
"529","CECO","Career Education Corporation",1106,"$1.44B","1998","Consumer Services","Other Consumer Services","April 14, 2017","Delta Career Education Corporation","Virginia Beach","Virginia","Hacking","Business Other",0,2017,36.840605,-76.132195,"Career Education Corporation",1915530.94444444,1333328.50996016,1277398.25099602,1791234.72727273,1764600.58333333,1512591.30952381,1142703.58333333,1060099.828,887880.511904762,687853.003968254,528937.650793651,428079.28968254,285086.215139442,245755.686567164
"530","CECO","Career Education Corporation",1106,"$1.44B","1998","Consumer Services","Other Consumer Services","March 19, 2015","Career Education Corporation",NA,"Illinois","Hacking","Healthcare",2743,2015,40.760537,-73.97889,"Career Education Corporation",1915530.94444444,1333328.50996016,1277398.25099602,1791234.72727273,1764600.58333333,1512591.30952381,1142703.58333333,1060099.828,887880.511904762,687853.003968254,528937.650793651,428079.28968254,285086.215139442,245755.686567164
"531","CTRE","CareTrust REIT, Inc.",1251,"$2.27B","n/a","Consumer Services","Real Estate Investment Trusts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254283.655172414,251729.257936508,414196.492063492,535250.738955823,758725.223880597
"532","CARG","CarGurus, Inc.",1692,"$3.64B","2017","Technology","EDP Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679697.872727273,177049.791044776
"533","CARO","Carolina Financial Corporation",1730,"$760.54M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8911,6505.96685082873,9597.13983050847,33108.6904761905,75775.0766129032,82215.8507462687
"534","CART","Carolina Trust BancShares, Inc.",365,"$93.24M","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3637.3984962406,1491.43650793651,899.263157894737,1734.06611570248,1774.52631578947,1399.64393939394,3425.26446280992,2687.95428571429,4353.61458333333,4307.93236714976,3711.80597014925,2601.70807453416,5783.51648351648,NA
"535","CRZO","Carrizo Oil & Gas, Inc.",2517,"$767.26M","1997","Energy","Oil & Gas Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367362.772093023,364049.203187251,506338.573705179,699431.023715415,810523.154761905,673990.634920635,983420.77689243,1034283.568,988845.956349206,1066557.82936508,1326426.8015873,1696920.5952381,2704977.61354582,3445690.32835821
"536","TAST","Carrols Restaurant Group, Inc.",2406,"$323.91M","2006","Consumer Services","Restaurants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730074.09090909,429939.673306773,362859.826086957,358011.170634921,322679.579365079,241048.215139442,231134.008,119297.182539683,215175.678571429,254323.849206349,249531.285714286,250254.298804781,260927.417910448
"537","CARE","Carter Bank & Trust",930,"$497.45M","n/a","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","CARV","Carver Bancorp, Inc.",1545,"$11.28M","n/a","Finance","Savings Institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30022.3181818182,3887.35,1843.4175257732,2302.26890756303,10150.3705357143,3928.08917197452,NA,NA
"539","CASA","Casa Systems, Inc.",2123,"$484.02M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","June 16, 2005","CardSystems","Tucson","Arizona","Hacking","Financial",4e+07,2005,32.221743,-110.926479,"Casa Systems, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","CWST","Casella Waste Systems, Inc.",2013,"$2.17B","1997","Public Utilities","Environmental Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88201.911627907,111125.143426295,178040.788844622,201504.660079051,198547.916666667,99098.4206349206,130252.135458167,177202.272,162051.567460317,139225.888888889,193545.087301587,170316.630952381,256655.87250996,256446.850746269
"541","CASY","Caseys General Stores, Inc.",846,"$6.17B","1983","Consumer Durables","Automotive Aftermarket",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267666.311627907,361227.051792829,377893.239043825,691276.098814229,501361.706349206,819965.571428571,312635.310756972,280776.42,244809.535714286,245877.507936508,343463.726190476,395705.805555556,502347.24,447831.671641791
"542","CASI","CASI Pharmaceuticals, Inc.",1563,"$312.04M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29257.8046511628,26111.7171314741,22837.4780876494,15342.1343873518,29327.4166666667,56616.7658730159,47335.187250996,41376.6385542169,47052.0396825397,26987.0753968254,92652.3452380952,43668.3531746032,272951.071713147,485222.23880597
"543","CASS","Cass Information Systems, Inc",2144,"$733.16M","n/a","Miscellaneous","Business Services","April 24, 2008","Harmony Information Systems","Madison","Wisconsin","Unintended Disclosure","Business Other",0,2008,43.073052,-89.40123,"Cass Information Systems, Inc",3439.17948717949,14223.8340248963,14172.4621513944,20136.5928853755,18656.9285714286,17868.0912698413,24613.1952191235,21589.384,23440.2420634921,28621.1706349206,28779.6706349206,21916.873015873,27592.1653225806,27610.671641791
"544","CASS","Cass Information Systems, Inc",2144,"$733.16M","n/a","Miscellaneous","Business Services","September 24, 2015","Sunquest Information Systems",NA,"Arizona","Physical Loss","Healthcare",2100,2015,34.048928,-111.093731,"Cass Information Systems, Inc",3439.17948717949,14223.8340248963,14172.4621513944,20136.5928853755,18656.9285714286,17868.0912698413,24613.1952191235,21589.384,23440.2420634921,28621.1706349206,28779.6706349206,21916.873015873,27592.1653225806,27610.671641791
"545","SAVA","Cassava Sciences, Inc.",262,"$19.29M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","CSTL","Castle Biosciences, Inc.",1477,"$495.23M","2019","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","CTRM","Castor Maritime Inc.",1551,"$7.54M","n/a","Transportation","Marine Transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","CATB","Catabasis Pharmaceuticals, Inc.",2271,"$71.68M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61659.0681818182,132897.523809524,962687.689243028,929601.656716418
"549","CBIO","Catalyst Biosciences, Inc. ",2286,"$76.66M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.817679558011,304.167330677291,440.501976284585,2432.33333333333,1722.83333333333,5341.24701195219,4900.18,2721.84920634921,2770.99206349206,1588.80555555556,11625.6349206349,457441.09561753,414213.537313433
"550","CPRX","Catalyst Pharmaceuticals, Inc.",2269,"$634.04M","2006","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75333.9459459459,27525.0967741935,10067.0946502058,121101.268907563,189805.976190476,91882.2709163347,635750.856,1351768.04365079,872566.492063492,793319.146825397,893272.023809524,980445.402390438,665083.134328358
"551","CATS","Catasys, Inc.",681,"$232.32M","n/a","Health Care","Misc Health and Biotechnology Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.969879518072,2297.42465753425,2847.508,4896.75,41695.9123505976,61105.2388059701
"552","CATY","Cathay General Bancorp",1706,"$2.65B","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237463.776744186,199419.964143426,359667.90438247,851834.782608696,1000853.16269841,978576.134920635,594142.960159363,390286.3,290250.638888889,412620.337301587,536668.138888889,391542.896825397,389924.690763052,352705.776119403
"553","CVCO","Cavco Industries, Inc.",938,"$1.67B","n/a","Basic Industries","Homebuilding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27023.488372093,39548.8764940239,43334.4900398406,81317.4703557312,25256.6984126984,20593.4404761905,24926.6414342629,25271.916,22865.5,33930.0238095238,45203.6349206349,65942.6150793651,38873.5258964143,48503.0447761194
"554","CBFV","CB Financial Services, Inc.",1299,"$135.29M","n/a","Finance","Major Banks","June 18, 2006","ING U.S. Financial Services","Washington","District Of Columbia","Portable Device","Financial",13000,2006,38.895112,-77.036366,"CB Financial Services, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726.1052631579,4801.16071428571,3891.58666666667,4109.1164021164,NA
"555","CBFV","CB Financial Services, Inc.",1299,"$135.29M","n/a","Finance","Major Banks","July 19, 2010","LV Financial Services","Orlando","Florida","Physical Loss","Financial",0,2010,28.538336,-81.379237,"CB Financial Services, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726.1052631579,4801.16071428571,3891.58666666667,4109.1164021164,NA
"556","CBFV","CB Financial Services, Inc.",1299,"$135.29M","n/a","Finance","Major Banks","November 7, 2007","UBS FInancial Services","Weehawken","New Jersey","Portable Device","Financial",3212,2007,40.768681,-74.018858,"CB Financial Services, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726.1052631579,4801.16071428571,3891.58666666667,4109.1164021164,NA
"557","CBFV","CB Financial Services, Inc.",1299,"$135.29M","n/a","Finance","Major Banks","October 4, 2013","PLS Financial Services","Chicago","Illinois","Unintended Disclosure","Financial",0,2013,41.878114,-87.629798,"CB Financial Services, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726.1052631579,4801.16071428571,3891.58666666667,4109.1164021164,NA
"558","CBFV","CB Financial Services, Inc.",1299,"$135.29M","n/a","Finance","Major Banks","December 15, 2015","Toyota Financial Services","Anaheim","California","Unintended Disclosure","Financial",0,2015,33.800957,-117.888445,"CB Financial Services, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,9726.1052631579,4801.16071428571,3891.58666666667,4109.1164021164,NA
"559","CBAT","CBAK Energy Technology, Inc.",155,"$22.58M","n/a","Miscellaneous","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","CBMB","CBM Bancorp, Inc.",652,"$58.41M","2018","Finance","Savings Institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","CBOE","Cboe Global Markets, Inc.",562,"$13.32B","2010","n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635890.09929078,679016.952191235,644074.612,568099.607142857,692286.416666667,656175.932539682,541284.670634921,1054153.24899598,1542832.7761194
"562","CBTX","CBTX, Inc.",1434,"$700.59M","2017","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103933.441176471,56153.7462686567
"563","CDK","CDK Global, Inc.",1984,"$5.23B","n/a","Miscellaneous","Business Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147388.50704225,971306.158730159,666416.238095238,893216.787148594,1273552.37313433
"564","CDW","CDW Corporation",557,"$16.71B","2013","Consumer Services","Catalog/Specialty Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403513.2,707469.734126984,1112684.79761905,864285.928571429,794516.164658635,890342.059701493
"565","CECE","CECO Environmental Corp.",2312,"$244.67M","n/a","Capital Goods","Pollution Control Equipment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29830.5860465116,85425.1912350598,188698.151394422,103085.596837945,38393.7738095238,36862.0793650794,29432.9721115538,50088.112,111413.714285714,90140.1626984127,136068.682539683,170495.757936508,199114.027888446,170586.835820896
"566","CELC","Celcuity Inc.",886,"$184.2M","2017","Health Care","Medical Specialities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60305.2816901408,16820.7014925373
"567","CELG","Celgene Corporation",2681,"$68.61B","1987","Health Care","Major Pharmaceuticals","August 20, 2007","Celgene Corporation","Summit","New Jersey","Portable Device","Online Retailer",1951,2007,40.723692,-74.358677,"Celgene Corporation",9998823.88837209,8003682.09561753,9079620.27888446,10382314.6086957,9629421.86507937,7189563.95238095,7289594.44621514,6208949.392,6066358.3015873,5747470.48412698,5159441.9047619,4400418.53174603,4765095.17131474,8030685.17910448
"568","CLDX","Celldex Therapeutics, Inc.",1005,"$31.84M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30284.1162790698,31268.780876494,19556.4462151394,119724.798418972,220354.293650794,584468.841269841,322594.366533865,927940.524,2095062.74206349,2420743.59920635,1955928.34920635,2722308.03968254,1621648.66932271,1409637.89552239
"569","APOP","Cellect Biotechnology Ltd.",117,"$5.28M","2016","Health Care","Medical/Dental Instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15661.7040816327,163405.019920319,NA
"570","CLRB","Cellectar Biosciences, Inc.",1005,"$19.92M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.00904977375565611,2.94358974358974,8.27542372881356,8.88584474885845,1186.97402597403,2398.87903225806,608860.972222222,396206.501992032,278484.611940299
"571","CLLS","Cellectis S.A.",576,"$516.99M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245632.41025641,118231.26984127,159770.892430279,308009.567164179
"572","CBMG","Cellular Biomedicine Group, Inc.",582,"$237.58M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629.55147058824,1752.7280334728,1896.54655870445,1318.27125506073,1216.98305084746,3050.55963302752,13653.3811659193,84422.8095238095,34903.6626984127,33296.4422310757,57472.447761194
"573","CLSN","Celsion Corporation",343,"$39.14M","n/a","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.032558139535,424.354581673307,742.94422310757,266.723320158103,434.59126984127,966.424603174603,5820.4780876494,12255.696,52356.0753968254,14064.5079365079,15258.9047619048,7942.55158730159,1546674.41035857,317948.895522388
"574","CELH","Celsius Holdings, Inc.",1865,"$236.37M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75211.8039215686,57403.1791044776
"575","CYAD","Celyad SA",580,"$146.29M","2015","Health Care","Major Pharmaceuticals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22618.045112782,4770.04424778761,3004.07239819005,NA
"576","CETX","Cemtrex Inc.",317,"$5.32M","n/a","Capital Goods","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94380.303030303,269362.638888889,344276.860557769,104487.223880597
"577","CETXP","Cemtrex Inc.",207,"$1.68M","n/a","Capital Goods","Industrial Machinery/Components",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","CDEV","Centennial Resource Development, Inc.",1912,"$1.33B","2016","Energy","Oil & Gas Production",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525745.78,1430451.01992032,NA
"579","CSFL","CenterState Bank Corporation",1199,"$2.92B","n/a","Finance","Major Banks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11665.6395939086,14147.1516393443,19782.2430278884,14584.4031620553,77539.5317460317,94759.7380952381,77983.8884462151,58747.08,54828.9007936508,153511.912698413,163037.547619048,172947.650793651,283146.381526104,754953.47761194
"580","CETV","Central European Media Enterprises Ltd.",1903,"$1.18B","1994","Consumer Services","Broadcasting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204231.990697674,218577.243027888,186004.462151394,614890.636363636,570591.257936508,383924.253968254,432055.725099602,322566.648,705439.007936508,708741.956349206,277871.142857143,140941.507936508,258048.96812749,210881.507462687
"581","CFBK","Central Federal Corporation",531,"$53.26M","n/a","Finance","Savings Institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.316384180791,1792.92307692308,1553.68442622951,1179.47417840376,911.861244019139,812.816753926702,1040.90155440415,14780.696969697,8760.13302752294,17026.670781893,13024.7719298246,18646.490990991,41921.0039840637,NA
